sex,provinces,rates,year,total,quarter
Both sexes,33 Asturias,Activity rate,2016,51.35,1
Both sexes,33 Asturias,Unemployment rate,2016,14.59,4
Both sexes,33 Asturias,Unemployment rate,2016,17.05,3
Both sexes,33 Asturias,Unemployment rate,2016,19.29,2
Both sexes,33 Asturias,Unemployment rate,2016,19.5,1
Both sexes,33 Asturias,Employment rate,2016,43.48,4
Both sexes,33 Asturias,Employment rate,2016,43.43,3
Both sexes,33 Asturias,Employment rate,2016,42.06,2
Both sexes,33 Asturias,Employment rate,2016,41.34,1
Both sexes,05 Ávila,Activity rate,2016,55.87,4
Both sexes,05 Ávila,Activity rate,2016,56.95,3
Both sexes,05 Ávila,Activity rate,2016,55.55,2
Both sexes,05 Ávila,Activity rate,2016,55.27,1
Both sexes,05 Ávila,Unemployment rate,2016,17.16,4
Both sexes,05 Ávila,Unemployment rate,2016,19.57,3
Both sexes,05 Ávila,Unemployment rate,2016,21.43,2
Both sexes,05 Ávila,Unemployment rate,2016,26.77,1
Both sexes,05 Ávila,Employment rate,2016,46.28,4
Both sexes,05 Ávila,Employment rate,2016,45.8,3
Both sexes,05 Ávila,Employment rate,2016,43.64,2
Both sexes,05 Ávila,Employment rate,2016,40.48,1
Both sexes,06 Badajoz,Activity rate,2016,56.35,4
Both sexes,06 Badajoz,Activity rate,2016,56.1,3
Both sexes,06 Badajoz,Activity rate,2016,56.38,2
Both sexes,06 Badajoz,Activity rate,2016,56.57,1
Both sexes,06 Badajoz,Unemployment rate,2016,31.75,4
Both sexes,06 Badajoz,Unemployment rate,2016,27.98,3
Both sexes,06 Badajoz,Unemployment rate,2016,28.75,2
Both sexes,06 Badajoz,Unemployment rate,2016,30.48,1
Both sexes,06 Badajoz,Employment rate,2016,38.46,4
Both sexes,06 Badajoz,Employment rate,2016,40.41,3
Both sexes,06 Badajoz,Employment rate,2016,40.17,2
Both sexes,06 Badajoz,Employment rate,2016,39.33,1
Both sexes,07 Balears. Illes,Activity rate,2016,62.5,4
Both sexes,07 Balears. Illes,Activity rate,2016,67.7,3
Both sexes,07 Balears. Illes,Activity rate,2016,66.72,2
Both sexes,07 Balears. Illes,Activity rate,2016,63.95,1
Both sexes,07 Balears. Illes,Unemployment rate,2016,13.8,4
Both sexes,07 Balears. Illes,Unemployment rate,2016,10.6,3
Both sexes,07 Balears. Illes,Unemployment rate,2016,13.02,2
Both sexes,07 Balears. Illes,Unemployment rate,2016,18.41,1
Both sexes,07 Balears. Illes,Employment rate,2016,53.88,4
Both sexes,07 Balears. Illes,Employment rate,2016,60.52,3
Both sexes,07 Balears. Illes,Employment rate,2016,58.03,2
Both sexes,07 Balears. Illes,Employment rate,2016,52.18,1
Both sexes,08 Barcelona,Activity rate,2016,62.33,4
Both sexes,08 Barcelona,Activity rate,2016,62.21,3
Both sexes,08 Barcelona,Activity rate,2016,62.52,2
Both sexes,08 Barcelona,Activity rate,2016,62.42,1
Both sexes,08 Barcelona,Unemployment rate,2016,14.73,4
Both sexes,08 Barcelona,Unemployment rate,2016,14.54,3
Both sexes,08 Barcelona,Unemployment rate,2016,15.67,2
Both sexes,08 Barcelona,Unemployment rate,2016,17.05,1
Both sexes,08 Barcelona,Employment rate,2016,53.15,4
Both sexes,08 Barcelona,Employment rate,2016,53.17,3
Both sexes,08 Barcelona,Employment rate,2016,52.72,2
Both sexes,08 Barcelona,Employment rate,2016,51.77,1
Both sexes,48 Bizkaia,Activity rate,2016,56.84,4
Both sexes,48 Bizkaia,Activity rate,2016,57.17,3
Both sexes,48 Bizkaia,Activity rate,2016,56.12,2
Both sexes,48 Bizkaia,Activity rate,2016,56.14,1
Both sexes,48 Bizkaia,Unemployment rate,2016,13.75,4
Both sexes,48 Bizkaia,Unemployment rate,2016,14.5,3
Both sexes,48 Bizkaia,Unemployment rate,2016,13.76,2
Both sexes,48 Bizkaia,Unemployment rate,2016,14.83,1
Both sexes,48 Bizkaia,Employment rate,2016,49.03,4
Both sexes,48 Bizkaia,Employment rate,2016,48.88,3
Both sexes,48 Bizkaia,Employment rate,2016,48.4,2
Both sexes,48 Bizkaia,Employment rate,2016,47.81,1
Both sexes,09 Burgos,Activity rate,2016,59.21,4
Both sexes,09 Burgos,Activity rate,2016,60.37,3
Both sexes,09 Burgos,Activity rate,2016,61.14,2
Both sexes,09 Burgos,Activity rate,2016,59.65,1
Both sexes,09 Burgos,Unemployment rate,2016,10.47,4
Both sexes,09 Burgos,Unemployment rate,2016,8.74,3
Both sexes,09 Burgos,Unemployment rate,2016,12.34,2
Both sexes,09 Burgos,Unemployment rate,2016,15.38,1
Both sexes,09 Burgos,Employment rate,2016,53.01,4
Both sexes,09 Burgos,Employment rate,2016,55.09,3
Both sexes,09 Burgos,Employment rate,2016,53.59,2
Both sexes,09 Burgos,Employment rate,2016,50.47,1
Both sexes,10 Cáceres,Activity rate,2016,52.55,4
Both sexes,10 Cáceres,Activity rate,2016,53.28,3
Both sexes,10 Cáceres,Activity rate,2016,52.91,2
Both sexes,10 Cáceres,Activity rate,2016,53.54,1
Both sexes,10 Cáceres,Unemployment rate,2016,22.12,4
Both sexes,10 Cáceres,Unemployment rate,2016,21.43,3
Both sexes,10 Cáceres,Unemployment rate,2016,23.89,2
Both sexes,10 Cáceres,Unemployment rate,2016,26.74,1
Both sexes,10 Cáceres,Employment rate,2016,40.93,4
Both sexes,10 Cáceres,Employment rate,2016,41.86,3
Both sexes,10 Cáceres,Employment rate,2016,40.27,2
Both sexes,10 Cáceres,Employment rate,2016,39.22,1
Both sexes,11 Cádiz,Activity rate,2016,56.45,4
Both sexes,11 Cádiz,Activity rate,2016,57.19,3
Both sexes,11 Cádiz,Activity rate,2016,57.64,2
Both sexes,11 Cádiz,Activity rate,2016,56.5,1
Both sexes,11 Cádiz,Unemployment rate,2016,33.86,4
Both sexes,11 Cádiz,Unemployment rate,2016,31.24,3
Both sexes,11 Cádiz,Unemployment rate,2016,35.31,2
Both sexes,11 Cádiz,Unemployment rate,2016,37.16,1
Both sexes,11 Cádiz,Employment rate,2016,37.34,4
Both sexes,11 Cádiz,Employment rate,2016,39.32,3
Both sexes,11 Cádiz,Employment rate,2016,37.29,2
Both sexes,11 Cádiz,Employment rate,2016,35.51,1
Both sexes,39 Cantabria,Activity rate,2016,56.2,4
Both sexes,39 Cantabria,Activity rate,2016,56.46,3
Both sexes,39 Cantabria,Activity rate,2016,56.16,2
Both sexes,39 Cantabria,Activity rate,2016,55.67,1
Both sexes,39 Cantabria,Unemployment rate,2016,12.89,4
Both sexes,39 Cantabria,Unemployment rate,2016,12.53,3
Both sexes,39 Cantabria,Unemployment rate,2016,15.31,2
Both sexes,39 Cantabria,Unemployment rate,2016,18.9,1
Both sexes,39 Cantabria,Employment rate,2016,48.95,4
Both sexes,39 Cantabria,Employment rate,2016,49.39,3
Both sexes,39 Cantabria,Employment rate,2016,47.57,2
Both sexes,39 Cantabria,Employment rate,2016,45.15,1
Both sexes,12 Castellón/Castelló,Activity rate,2016,57.33,4
Both sexes,12 Castellón/Castelló,Activity rate,2016,56.73,3
Both sexes,12 Castellón/Castelló,Activity rate,2016,56.23,2
Both sexes,12 Castellón/Castelló,Activity rate,2016,57.16,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2016,17.11,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2016,19.66,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2016,19.79,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2016,21.43,1
Both sexes,12 Castellón/Castelló,Employment rate,2016,47.52,4
Both sexes,12 Castellón/Castelló,Employment rate,2016,45.58,3
Both sexes,12 Castellón/Castelló,Employment rate,2016,45.1,2
Both sexes,12 Castellón/Castelló,Employment rate,2016,44.91,1
Both sexes,13 Ciudad Real,Activity rate,2016,55.95,4
Both sexes,13 Ciudad Real,Activity rate,2016,55.75,3
Both sexes,13 Ciudad Real,Activity rate,2016,55.88,2
Both sexes,13 Ciudad Real,Activity rate,2016,55.47,1
Both sexes,13 Ciudad Real,Unemployment rate,2016,25.09,4
Both sexes,13 Ciudad Real,Unemployment rate,2016,24.11,3
Both sexes,13 Ciudad Real,Unemployment rate,2016,26.3,2
Both sexes,13 Ciudad Real,Unemployment rate,2016,29.43,1
Both sexes,13 Ciudad Real,Employment rate,2016,41.91,4
Both sexes,13 Ciudad Real,Employment rate,2016,42.31,3
Both sexes,13 Ciudad Real,Employment rate,2016,41.19,2
Both sexes,13 Ciudad Real,Employment rate,2016,39.15,1
Both sexes,14 Córdoba,Activity rate,2016,57.77,4
Both sexes,14 Córdoba,Activity rate,2016,58.95,3
Both sexes,14 Córdoba,Activity rate,2016,58.34,2
Both sexes,14 Córdoba,Activity rate,2016,57.87,1
Both sexes,14 Córdoba,Unemployment rate,2016,29.42,4
Both sexes,14 Córdoba,Unemployment rate,2016,32.59,3
Both sexes,14 Córdoba,Unemployment rate,2016,30.15,2
Both sexes,14 Córdoba,Unemployment rate,2016,28.82,1
Both sexes,14 Córdoba,Employment rate,2016,40.78,4
Both sexes,14 Córdoba,Employment rate,2016,39.74,3
Both sexes,14 Córdoba,Employment rate,2016,40.75,2
Both sexes,14 Córdoba,Employment rate,2016,41.19,1
Both sexes,15 Coruña. A,Activity rate,2016,55.21,4
Both sexes,15 Coruña. A,Activity rate,2016,55.25,3
Both sexes,15 Coruña. A,Activity rate,2016,54.57,2
Both sexes,15 Coruña. A,Activity rate,2016,54.25,1
Both sexes,15 Coruña. A,Unemployment rate,2016,14.49,4
Both sexes,15 Coruña. A,Unemployment rate,2016,15.41,3
Both sexes,15 Coruña. A,Unemployment rate,2016,15.64,2
Both sexes,15 Coruña. A,Unemployment rate,2016,16.11,1
Both sexes,15 Coruña. A,Employment rate,2016,47.21,4
Both sexes,15 Coruña. A,Employment rate,2016,46.74,3
Both sexes,15 Coruña. A,Employment rate,2016,46.03,2
Both sexes,15 Coruña. A,Employment rate,2016,45.51,1
Both sexes,16 Cuenca,Activity rate,2016,56.28,4
Both sexes,16 Cuenca,Activity rate,2016,57.96,3
Both sexes,16 Cuenca,Activity rate,2016,55.24,2
Both sexes,16 Cuenca,Activity rate,2016,55.96,1
Both sexes,16 Cuenca,Unemployment rate,2016,14.15,4
Both sexes,16 Cuenca,Unemployment rate,2016,18.93,3
Both sexes,16 Cuenca,Unemployment rate,2016,19.19,2
Both sexes,16 Cuenca,Unemployment rate,2016,19.79,1
Both sexes,16 Cuenca,Employment rate,2016,48.32,4
Both sexes,16 Cuenca,Employment rate,2016,46.99,3
Both sexes,16 Cuenca,Employment rate,2016,44.64,2
Both sexes,16 Cuenca,Employment rate,2016,44.88,1
Both sexes,20 Gipuzkoa,Activity rate,2016,55.38,4
Both sexes,20 Gipuzkoa,Activity rate,2016,57.51,3
Both sexes,20 Gipuzkoa,Activity rate,2016,57.63,2
Both sexes,20 Gipuzkoa,Activity rate,2016,57.06,1
Both sexes,20 Gipuzkoa,Unemployment rate,2016,9.95,4
Both sexes,20 Gipuzkoa,Unemployment rate,2016,10.35,3
Both sexes,20 Gipuzkoa,Unemployment rate,2016,10.23,2
Both sexes,20 Gipuzkoa,Unemployment rate,2016,10.5,1
Both sexes,20 Gipuzkoa,Employment rate,2016,49.87,4
Both sexes,20 Gipuzkoa,Employment rate,2016,51.55,3
Both sexes,20 Gipuzkoa,Employment rate,2016,51.73,2
Both sexes,20 Gipuzkoa,Employment rate,2016,51.06,1
Both sexes,17 Girona,Activity rate,2016,61.84,4
Both sexes,17 Girona,Activity rate,2016,63.5,3
Both sexes,17 Girona,Activity rate,2016,62.41,2
Both sexes,17 Girona,Activity rate,2016,62.06,1
Both sexes,17 Girona,Unemployment rate,2016,15.51,4
Both sexes,17 Girona,Unemployment rate,2016,14.61,3
Both sexes,17 Girona,Unemployment rate,2016,16.95,2
Both sexes,17 Girona,Unemployment rate,2016,17.49,1
Both sexes,17 Girona,Employment rate,2016,52.25,4
Both sexes,17 Girona,Employment rate,2016,54.22,3
Both sexes,17 Girona,Employment rate,2016,51.83,2
Both sexes,17 Girona,Employment rate,2016,51.2,1
Both sexes,18 Granada,Activity rate,2016,58.35,4
Both sexes,18 Granada,Activity rate,2016,58.07,3
Both sexes,18 Granada,Activity rate,2016,59.77,2
Both sexes,18 Granada,Activity rate,2016,58.48,1
Both sexes,18 Granada,Unemployment rate,2016,28.89,4
Both sexes,18 Granada,Unemployment rate,2016,29.07,3
Both sexes,18 Granada,Unemployment rate,2016,32.14,2
Both sexes,18 Granada,Unemployment rate,2016,29.65,1
Both sexes,18 Granada,Employment rate,2016,41.49,4
Both sexes,18 Granada,Employment rate,2016,41.19,3
Both sexes,18 Granada,Employment rate,2016,40.56,2
Both sexes,18 Granada,Employment rate,2016,41.14,1
Both sexes,19 Guadalajara,Activity rate,2016,65.71,4
Both sexes,19 Guadalajara,Activity rate,2016,64.51,3
Both sexes,19 Guadalajara,Activity rate,2016,65.23,2
Both sexes,19 Guadalajara,Activity rate,2016,65.43,1
Both sexes,19 Guadalajara,Unemployment rate,2016,17.85,4
Both sexes,19 Guadalajara,Unemployment rate,2016,18.26,3
Both sexes,19 Guadalajara,Unemployment rate,2016,17.24,2
Both sexes,19 Guadalajara,Unemployment rate,2016,17.8,1
Both sexes,19 Guadalajara,Employment rate,2016,53.98,4
Both sexes,19 Guadalajara,Employment rate,2016,52.73,3
Both sexes,19 Guadalajara,Employment rate,2016,53.98,2
Both sexes,19 Guadalajara,Employment rate,2016,53.78,1
Both sexes,21 Huelva,Activity rate,2016,55.57,4
Both sexes,21 Huelva,Activity rate,2016,55.36,3
Both sexes,21 Huelva,Activity rate,2016,56.78,2
Both sexes,21 Huelva,Activity rate,2016,57.18,1
Both sexes,21 Huelva,Unemployment rate,2016,28.89,4
Both sexes,21 Huelva,Unemployment rate,2016,29.64,3
Both sexes,21 Huelva,Unemployment rate,2016,26.62,2
Both sexes,21 Huelva,Unemployment rate,2016,30.99,1
Both sexes,21 Huelva,Employment rate,2016,39.52,4
Both sexes,21 Huelva,Employment rate,2016,38.95,3
Both sexes,21 Huelva,Employment rate,2016,41.66,2
Both sexes,21 Huelva,Employment rate,2016,39.46,1
Both sexes,22 Huesca,Activity rate,2016,58.19,4
Both sexes,22 Huesca,Activity rate,2016,58.97,3
Both sexes,22 Huesca,Activity rate,2016,58.23,2
Both sexes,22 Huesca,Activity rate,2016,57.54,1
Both sexes,22 Huesca,Unemployment rate,2016,12.44,4
Both sexes,22 Huesca,Unemployment rate,2016,10.47,3
Both sexes,22 Huesca,Unemployment rate,2016,13.25,2
Both sexes,22 Huesca,Unemployment rate,2016,14,1
Both sexes,22 Huesca,Employment rate,2016,50.95,4
Both sexes,22 Huesca,Employment rate,2016,52.8,3
Both sexes,22 Huesca,Employment rate,2016,50.52,2
Both sexes,22 Huesca,Employment rate,2016,49.48,1
Both sexes,23 Jaén,Activity rate,2016,54.69,4
Both sexes,23 Jaén,Activity rate,2016,53.71,3
Both sexes,23 Jaén,Activity rate,2016,54.2,2
Both sexes,23 Jaén,Activity rate,2016,54.93,1
Both sexes,23 Jaén,Unemployment rate,2016,30.57,4
Both sexes,23 Jaén,Unemployment rate,2016,33.22,3
Both sexes,23 Jaén,Unemployment rate,2016,34.85,2
Both sexes,23 Jaén,Unemployment rate,2016,29.73,1
Both sexes,23 Jaén,Employment rate,2016,37.97,4
Both sexes,23 Jaén,Employment rate,2016,35.87,3
Both sexes,23 Jaén,Employment rate,2016,35.32,2
Both sexes,23 Jaén,Employment rate,2016,38.6,1
Both sexes,24 León,Activity rate,2016,50.56,4
Both sexes,24 León,Activity rate,2016,51.65,3
Both sexes,24 León,Activity rate,2016,50.3,2
Both sexes,24 León,Activity rate,2016,50.35,1
Both sexes,24 León,Unemployment rate,2016,18.69,4
Both sexes,24 León,Unemployment rate,2016,17.15,3
Both sexes,24 León,Unemployment rate,2016,19.58,2
Both sexes,24 León,Unemployment rate,2016,21.45,1
Both sexes,24 León,Employment rate,2016,41.11,4
Both sexes,24 León,Employment rate,2016,42.79,3
Both sexes,24 León,Employment rate,2016,40.45,2
Both sexes,24 León,Employment rate,2016,39.55,1
Both sexes,25 Lleida,Activity rate,2016,59.08,4
Both sexes,25 Lleida,Activity rate,2016,58.85,3
Both sexes,25 Lleida,Activity rate,2016,60.33,2
Both sexes,25 Lleida,Activity rate,2016,63.06,1
Both sexes,25 Lleida,Unemployment rate,2016,10.59,4
Both sexes,25 Lleida,Unemployment rate,2016,9.3,3
Both sexes,25 Lleida,Unemployment rate,2016,11.44,2
Both sexes,25 Lleida,Unemployment rate,2016,15.18,1
Both sexes,25 Lleida,Employment rate,2016,52.82,4
Both sexes,25 Lleida,Employment rate,2016,53.37,3
Both sexes,25 Lleida,Employment rate,2016,53.43,2
Both sexes,25 Lleida,Employment rate,2016,53.49,1
Both sexes,27 Lugo,Activity rate,2016,50.45,4
Both sexes,27 Lugo,Activity rate,2016,52.08,3
Both sexes,27 Lugo,Activity rate,2016,52.89,2
Both sexes,27 Lugo,Activity rate,2016,53.04,1
Both sexes,27 Lugo,Unemployment rate,2016,13.75,4
Both sexes,27 Lugo,Unemployment rate,2016,14.04,3
Both sexes,27 Lugo,Unemployment rate,2016,14.81,2
Both sexes,27 Lugo,Unemployment rate,2016,16.54,1
Both sexes,27 Lugo,Employment rate,2016,43.52,4
Both sexes,27 Lugo,Employment rate,2016,44.77,3
Both sexes,27 Lugo,Employment rate,2016,45.06,2
Both sexes,27 Lugo,Employment rate,2016,44.27,1
Both sexes,28 Madrid,Activity rate,2016,63.18,4
Both sexes,28 Madrid,Activity rate,2016,63.15,3
Both sexes,28 Madrid,Activity rate,2016,64.03,2
Both sexes,28 Madrid,Activity rate,2016,64.24,1
Both sexes,28 Madrid,Unemployment rate,2016,14.6,4
Both sexes,28 Madrid,Unemployment rate,2016,15.19,3
Both sexes,28 Madrid,Unemployment rate,2016,16.25,2
Both sexes,28 Madrid,Unemployment rate,2016,16.81,1
Both sexes,28 Madrid,Employment rate,2016,53.96,4
Both sexes,28 Madrid,Employment rate,2016,53.55,3
Both sexes,28 Madrid,Employment rate,2016,53.63,2
Both sexes,28 Madrid,Employment rate,2016,53.44,1
Both sexes,29 Málaga,Activity rate,2016,56.12,4
Both sexes,29 Málaga,Activity rate,2016,57.92,3
Both sexes,29 Málaga,Activity rate,2016,57.47,2
Both sexes,29 Málaga,Activity rate,2016,59.48,1
Both sexes,29 Málaga,Unemployment rate,2016,25,4
Both sexes,29 Málaga,Unemployment rate,2016,25.26,3
Both sexes,29 Málaga,Unemployment rate,2016,25.94,2
Both sexes,29 Málaga,Unemployment rate,2016,28.03,1
Both sexes,29 Málaga,Employment rate,2016,42.09,4
Both sexes,29 Málaga,Employment rate,2016,43.29,3
Both sexes,29 Málaga,Employment rate,2016,42.56,2
Both sexes,29 Málaga,Employment rate,2016,42.81,1
Both sexes,30 Murcia,Activity rate,2016,59.08,4
Both sexes,30 Murcia,Activity rate,2016,59.35,3
Both sexes,30 Murcia,Activity rate,2016,59.28,2
Both sexes,30 Murcia,Activity rate,2016,58.84,1
Both sexes,30 Murcia,Unemployment rate,2016,18.58,4
Both sexes,30 Murcia,Unemployment rate,2016,19.75,3
Both sexes,30 Murcia,Unemployment rate,2016,18.7,2
Both sexes,30 Murcia,Unemployment rate,2016,22.1,1
Both sexes,30 Murcia,Employment rate,2016,48.1,4
Both sexes,30 Murcia,Employment rate,2016,47.63,3
Both sexes,30 Murcia,Employment rate,2016,48.19,2
Both sexes,30 Murcia,Employment rate,2016,45.83,1
Both sexes,31 Navarra,Activity rate,2016,58.91,4
Both sexes,31 Navarra,Activity rate,2016,59.3,3
Both sexes,31 Navarra,Activity rate,2016,57.17,2
Both sexes,31 Navarra,Activity rate,2016,58.8,1
Both sexes,31 Navarra,Unemployment rate,2016,10.01,4
Both sexes,31 Navarra,Unemployment rate,2016,12.41,3
Both sexes,31 Navarra,Unemployment rate,2016,13.27,2
Both sexes,31 Navarra,Unemployment rate,2016,14.25,1
Both sexes,31 Navarra,Employment rate,2016,53.01,4
Both sexes,31 Navarra,Employment rate,2016,51.94,3
Both sexes,31 Navarra,Employment rate,2016,49.58,2
Both sexes,31 Navarra,Employment rate,2016,50.42,1
Both sexes,32 Ourense,Activity rate,2016,48.45,4
Both sexes,32 Ourense,Activity rate,2016,48.81,3
Both sexes,32 Ourense,Activity rate,2016,48.18,2
Both sexes,32 Ourense,Activity rate,2016,46.52,1
Both sexes,32 Ourense,Unemployment rate,2016,19.24,4
Both sexes,32 Ourense,Unemployment rate,2016,17.7,3
Both sexes,32 Ourense,Unemployment rate,2016,20.39,2
Both sexes,32 Ourense,Unemployment rate,2016,20.83,1
Both sexes,32 Ourense,Employment rate,2016,39.13,4
Both sexes,32 Ourense,Employment rate,2016,40.17,3
Both sexes,32 Ourense,Employment rate,2016,38.36,2
Both sexes,32 Ourense,Employment rate,2016,36.83,1
Both sexes,34 Palencia,Activity rate,2016,54,4
Both sexes,34 Palencia,Activity rate,2016,55.61,3
Both sexes,34 Palencia,Activity rate,2016,54.22,2
Both sexes,34 Palencia,Activity rate,2016,54.67,1
Both sexes,34 Palencia,Unemployment rate,2016,13.86,4
Both sexes,34 Palencia,Unemployment rate,2016,13.29,3
Both sexes,34 Palencia,Unemployment rate,2016,15.73,2
Both sexes,34 Palencia,Unemployment rate,2016,17.97,1
Both sexes,34 Palencia,Employment rate,2016,46.51,4
Both sexes,34 Palencia,Employment rate,2016,48.22,3
Both sexes,34 Palencia,Employment rate,2016,45.7,2
Both sexes,34 Palencia,Employment rate,2016,44.85,1
Both sexes,35 Palmas. Las,Activity rate,2016,59.84,4
Both sexes,35 Palmas. Las,Activity rate,2016,60.59,3
Both sexes,35 Palmas. Las,Activity rate,2016,60.82,2
Both sexes,35 Palmas. Las,Activity rate,2016,60.59,1
Both sexes,35 Palmas. Las,Unemployment rate,2016,25.25,4
Both sexes,35 Palmas. Las,Unemployment rate,2016,26.88,3
Both sexes,35 Palmas. Las,Unemployment rate,2016,27.32,2
Both sexes,35 Palmas. Las,Unemployment rate,2016,25.73,1
Both sexes,35 Palmas. Las,Employment rate,2016,44.73,4
Both sexes,35 Palmas. Las,Employment rate,2016,44.3,3
Both sexes,35 Palmas. Las,Employment rate,2016,44.2,2
Both sexes,35 Palmas. Las,Employment rate,2016,45,1
Both sexes,36 Pontevedra,Activity rate,2016,53.9,4
Both sexes,36 Pontevedra,Activity rate,2016,54.48,3
Both sexes,36 Pontevedra,Activity rate,2016,54.26,2
Both sexes,36 Pontevedra,Activity rate,2016,54.07,1
Both sexes,36 Pontevedra,Unemployment rate,2016,18.47,4
Both sexes,36 Pontevedra,Unemployment rate,2016,17.89,3
Both sexes,36 Pontevedra,Unemployment rate,2016,20.52,2
Both sexes,36 Pontevedra,Unemployment rate,2016,20.67,1
Both sexes,36 Pontevedra,Employment rate,2016,43.95,4
Both sexes,36 Pontevedra,Employment rate,2016,44.74,3
Both sexes,36 Pontevedra,Employment rate,2016,43.13,2
Both sexes,36 Pontevedra,Employment rate,2016,42.89,1
Both sexes,26 Rioja. La,Activity rate,2016,58.8,4
Both sexes,26 Rioja. La,Activity rate,2016,59.19,3
Both sexes,26 Rioja. La,Activity rate,2016,60.14,2
Both sexes,26 Rioja. La,Activity rate,2016,58.8,1
Both sexes,26 Rioja. La,Unemployment rate,2016,10.9,4
Both sexes,26 Rioja. La,Unemployment rate,2016,13.57,3
Both sexes,26 Rioja. La,Unemployment rate,2016,15.29,2
Both sexes,26 Rioja. La,Unemployment rate,2016,14.38,1
Both sexes,26 Rioja. La,Employment rate,2016,52.39,4
Both sexes,26 Rioja. La,Employment rate,2016,51.16,3
Both sexes,26 Rioja. La,Employment rate,2016,50.94,2
Both sexes,26 Rioja. La,Employment rate,2016,50.34,1
Both sexes,37 Salamanca,Activity rate,2016,51.38,4
Both sexes,37 Salamanca,Activity rate,2016,53.1,3
Both sexes,37 Salamanca,Activity rate,2016,52.78,2
Both sexes,37 Salamanca,Activity rate,2016,52.11,1
Both sexes,37 Salamanca,Unemployment rate,2016,16.22,4
