sex,provinces,rates,year,total,quarter
Both sexes,05 Ávila,Employment rate,2011,42.59,3
Both sexes,05 Ávila,Employment rate,2011,40.41,2
Both sexes,05 Ávila,Employment rate,2011,37.58,1
Both sexes,06 Badajoz,Activity rate,2011,55.14,4
Both sexes,06 Badajoz,Activity rate,2011,54.68,3
Both sexes,06 Badajoz,Activity rate,2011,56.66,2
Both sexes,06 Badajoz,Activity rate,2011,56.87,1
Both sexes,06 Badajoz,Unemployment rate,2011,30.5,4
Both sexes,06 Badajoz,Unemployment rate,2011,25.33,3
Both sexes,06 Badajoz,Unemployment rate,2011,25.2,2
Both sexes,06 Badajoz,Unemployment rate,2011,27.31,1
Both sexes,06 Badajoz,Employment rate,2011,38.32,4
Both sexes,06 Badajoz,Employment rate,2011,40.83,3
Both sexes,06 Badajoz,Employment rate,2011,42.38,2
Both sexes,06 Badajoz,Employment rate,2011,41.34,1
Both sexes,07 Balears. Illes,Activity rate,2011,64.36,4
Both sexes,07 Balears. Illes,Activity rate,2011,68.22,3
Both sexes,07 Balears. Illes,Activity rate,2011,65.9,2
Both sexes,07 Balears. Illes,Activity rate,2011,63.41,1
Both sexes,07 Balears. Illes,Unemployment rate,2011,25.49,4
Both sexes,07 Balears. Illes,Unemployment rate,2011,17.79,3
Both sexes,07 Balears. Illes,Unemployment rate,2011,19.53,2
Both sexes,07 Balears. Illes,Unemployment rate,2011,24.98,1
Both sexes,07 Balears. Illes,Employment rate,2011,47.95,4
Both sexes,07 Balears. Illes,Employment rate,2011,56.08,3
Both sexes,07 Balears. Illes,Employment rate,2011,53.03,2
Both sexes,07 Balears. Illes,Employment rate,2011,47.57,1
Both sexes,08 Barcelona,Activity rate,2011,63.87,4
Both sexes,08 Barcelona,Activity rate,2011,64.51,3
Both sexes,08 Barcelona,Activity rate,2011,64.26,2
Both sexes,08 Barcelona,Activity rate,2011,64.38,1
Both sexes,08 Barcelona,Unemployment rate,2011,20.06,4
Both sexes,08 Barcelona,Unemployment rate,2011,19.56,3
Both sexes,08 Barcelona,Unemployment rate,2011,17.86,2
Both sexes,08 Barcelona,Unemployment rate,2011,18.92,1
Both sexes,08 Barcelona,Employment rate,2011,51.06,4
Both sexes,08 Barcelona,Employment rate,2011,51.89,3
Both sexes,08 Barcelona,Employment rate,2011,52.78,2
Both sexes,08 Barcelona,Employment rate,2011,52.2,1
Both sexes,48 Bizkaia,Activity rate,2011,58.23,4
Both sexes,48 Bizkaia,Activity rate,2011,58.09,3
Both sexes,48 Bizkaia,Activity rate,2011,57.8,2
Both sexes,48 Bizkaia,Activity rate,2011,57.89,1
Both sexes,48 Bizkaia,Unemployment rate,2011,15,4
Both sexes,48 Bizkaia,Unemployment rate,2011,14.13,3
Both sexes,48 Bizkaia,Unemployment rate,2011,13.9,2
Both sexes,48 Bizkaia,Unemployment rate,2011,13.6,1
Both sexes,48 Bizkaia,Employment rate,2011,49.5,4
Both sexes,48 Bizkaia,Employment rate,2011,49.88,3
Both sexes,48 Bizkaia,Employment rate,2011,49.76,2
Both sexes,48 Bizkaia,Employment rate,2011,50.01,1
Both sexes,09 Burgos,Activity rate,2011,56.62,4
Both sexes,09 Burgos,Activity rate,2011,58.37,3
Both sexes,09 Burgos,Activity rate,2011,58.69,2
Both sexes,09 Burgos,Activity rate,2011,58.17,1
Both sexes,09 Burgos,Unemployment rate,2011,14.97,4
Both sexes,09 Burgos,Unemployment rate,2011,13.71,3
Both sexes,09 Burgos,Unemployment rate,2011,14.35,2
Both sexes,09 Burgos,Unemployment rate,2011,16.87,1
Both sexes,09 Burgos,Employment rate,2011,48.15,4
Both sexes,09 Burgos,Employment rate,2011,50.36,3
Both sexes,09 Burgos,Employment rate,2011,50.27,2
Both sexes,09 Burgos,Employment rate,2011,48.36,1
Both sexes,10 Cáceres,Activity rate,2011,52.58,4
Both sexes,10 Cáceres,Activity rate,2011,51.56,3
Both sexes,10 Cáceres,Activity rate,2011,50.92,2
Both sexes,10 Cáceres,Activity rate,2011,51.37,1
Both sexes,10 Cáceres,Unemployment rate,2011,24.56,4
Both sexes,10 Cáceres,Unemployment rate,2011,20.61,3
Both sexes,10 Cáceres,Unemployment rate,2011,19.68,2
Both sexes,10 Cáceres,Unemployment rate,2011,21.14,1
Both sexes,10 Cáceres,Employment rate,2011,39.66,4
Both sexes,10 Cáceres,Employment rate,2011,40.93,3
Both sexes,10 Cáceres,Employment rate,2011,40.9,2
Both sexes,10 Cáceres,Employment rate,2011,40.51,1
Both sexes,11 Cádiz,Activity rate,2011,57.43,4
Both sexes,11 Cádiz,Activity rate,2011,58.73,3
Both sexes,11 Cádiz,Activity rate,2011,57.32,2
Both sexes,11 Cádiz,Activity rate,2011,56.37,1
Both sexes,11 Cádiz,Unemployment rate,2011,35.03,4
Both sexes,11 Cádiz,Unemployment rate,2011,31.01,3
Both sexes,11 Cádiz,Unemployment rate,2011,31.53,2
Both sexes,11 Cádiz,Unemployment rate,2011,32.53,1
Both sexes,11 Cádiz,Employment rate,2011,37.31,4
Both sexes,11 Cádiz,Employment rate,2011,40.52,3
Both sexes,11 Cádiz,Employment rate,2011,39.25,2
Both sexes,11 Cádiz,Employment rate,2011,38.03,1
Both sexes,39 Cantabria,Activity rate,2011,56.76,4
Both sexes,39 Cantabria,Activity rate,2011,57.2,3
Both sexes,39 Cantabria,Activity rate,2011,56.27,2
Both sexes,39 Cantabria,Activity rate,2011,55.52,1
Both sexes,39 Cantabria,Unemployment rate,2011,15.92,4
Both sexes,39 Cantabria,Unemployment rate,2011,14.13,3
Both sexes,39 Cantabria,Unemployment rate,2011,14.88,2
Both sexes,39 Cantabria,Unemployment rate,2011,16.27,1
Both sexes,39 Cantabria,Employment rate,2011,47.72,4
Both sexes,39 Cantabria,Employment rate,2011,49.12,3
Both sexes,39 Cantabria,Employment rate,2011,47.9,2
Both sexes,39 Cantabria,Employment rate,2011,46.49,1
Both sexes,12 Castellón/Castelló,Activity rate,2011,60.12,4
Both sexes,12 Castellón/Castelló,Activity rate,2011,60.53,3
Both sexes,12 Castellón/Castelló,Activity rate,2011,60.34,2
Both sexes,12 Castellón/Castelló,Activity rate,2011,61.19,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2011,25.85,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2011,25.73,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2011,26.2,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2011,26.08,1
Both sexes,12 Castellón/Castelló,Employment rate,2011,44.58,4
Both sexes,12 Castellón/Castelló,Employment rate,2011,44.96,3
Both sexes,12 Castellón/Castelló,Employment rate,2011,44.53,2
Both sexes,12 Castellón/Castelló,Employment rate,2011,45.23,1
Both sexes,13 Ciudad Real,Activity rate,2011,56.46,4
Both sexes,13 Ciudad Real,Activity rate,2011,55.12,3
Both sexes,13 Ciudad Real,Activity rate,2011,56.13,2
Both sexes,13 Ciudad Real,Activity rate,2011,55.62,1
Both sexes,13 Ciudad Real,Unemployment rate,2011,27.24,4
Both sexes,13 Ciudad Real,Unemployment rate,2011,23.14,3
Both sexes,13 Ciudad Real,Unemployment rate,2011,22.91,2
Both sexes,13 Ciudad Real,Unemployment rate,2011,22.07,1
Both sexes,13 Ciudad Real,Employment rate,2011,41.08,4
Both sexes,13 Ciudad Real,Employment rate,2011,42.37,3
Both sexes,13 Ciudad Real,Employment rate,2011,43.27,2
Both sexes,13 Ciudad Real,Employment rate,2011,43.35,1
Both sexes,14 Córdoba,Activity rate,2011,59.16,4
Both sexes,14 Córdoba,Activity rate,2011,57.76,3
Both sexes,14 Córdoba,Activity rate,2011,58.91,2
Both sexes,14 Córdoba,Activity rate,2011,58.36,1
Both sexes,14 Córdoba,Unemployment rate,2011,31.36,4
Both sexes,14 Córdoba,Unemployment rate,2011,33.5,3
Both sexes,14 Córdoba,Unemployment rate,2011,33.25,2
Both sexes,14 Córdoba,Unemployment rate,2011,28.38,1
Both sexes,14 Córdoba,Employment rate,2011,40.61,4
Both sexes,14 Córdoba,Employment rate,2011,38.41,3
Both sexes,14 Córdoba,Employment rate,2011,39.33,2
Both sexes,14 Córdoba,Employment rate,2011,41.8,1
Both sexes,15 Coruña. A,Activity rate,2011,55.97,4
Both sexes,15 Coruña. A,Activity rate,2011,55.61,3
Both sexes,15 Coruña. A,Activity rate,2011,55.66,2
Both sexes,15 Coruña. A,Activity rate,2011,55.66,1
Both sexes,15 Coruña. A,Unemployment rate,2011,15.9,4
Both sexes,15 Coruña. A,Unemployment rate,2011,15.95,3
Both sexes,15 Coruña. A,Unemployment rate,2011,15.95,2
Both sexes,15 Coruña. A,Unemployment rate,2011,15.51,1
Both sexes,15 Coruña. A,Employment rate,2011,47.08,4
Both sexes,15 Coruña. A,Employment rate,2011,46.74,3
Both sexes,15 Coruña. A,Employment rate,2011,46.78,2
Both sexes,15 Coruña. A,Employment rate,2011,47.03,1
Both sexes,16 Cuenca,Activity rate,2011,52.33,4
Both sexes,16 Cuenca,Activity rate,2011,51.96,3
Both sexes,16 Cuenca,Activity rate,2011,51.48,2
Both sexes,16 Cuenca,Activity rate,2011,51.64,1
Both sexes,16 Cuenca,Unemployment rate,2011,19.68,4
Both sexes,16 Cuenca,Unemployment rate,2011,20.89,3
Both sexes,16 Cuenca,Unemployment rate,2011,17.9,2
Both sexes,16 Cuenca,Unemployment rate,2011,19.66,1
Both sexes,16 Cuenca,Employment rate,2011,42.03,4
Both sexes,16 Cuenca,Employment rate,2011,41.1,3
Both sexes,16 Cuenca,Employment rate,2011,42.27,2
Both sexes,16 Cuenca,Employment rate,2011,41.49,1
Both sexes,20 Gipuzkoa,Activity rate,2011,59.85,4
Both sexes,20 Gipuzkoa,Activity rate,2011,60.04,3
Both sexes,20 Gipuzkoa,Activity rate,2011,59.33,2
Both sexes,20 Gipuzkoa,Activity rate,2011,59.17,1
Both sexes,20 Gipuzkoa,Unemployment rate,2011,10.86,4
Both sexes,20 Gipuzkoa,Unemployment rate,2011,10.89,3
Both sexes,20 Gipuzkoa,Unemployment rate,2011,9.79,2
Both sexes,20 Gipuzkoa,Unemployment rate,2011,9.17,1
Both sexes,20 Gipuzkoa,Employment rate,2011,53.35,4
Both sexes,20 Gipuzkoa,Employment rate,2011,53.5,3
Both sexes,20 Gipuzkoa,Employment rate,2011,53.53,2
Both sexes,20 Gipuzkoa,Employment rate,2011,53.75,1
Both sexes,17 Girona,Activity rate,2011,63.76,4
Both sexes,17 Girona,Activity rate,2011,67.05,3
Both sexes,17 Girona,Activity rate,2011,66.03,2
Both sexes,17 Girona,Activity rate,2011,64.75,1
Both sexes,17 Girona,Unemployment rate,2011,23.2,4
Both sexes,17 Girona,Unemployment rate,2011,20.94,3
Both sexes,17 Girona,Unemployment rate,2011,21.03,2
Both sexes,17 Girona,Unemployment rate,2011,21.64,1
Both sexes,17 Girona,Employment rate,2011,48.97,4
Both sexes,17 Girona,Employment rate,2011,53.01,3
Both sexes,17 Girona,Employment rate,2011,52.14,2
Both sexes,17 Girona,Employment rate,2011,50.74,1
Both sexes,18 Granada,Activity rate,2011,56.34,4
Both sexes,18 Granada,Activity rate,2011,57.37,3
Both sexes,18 Granada,Activity rate,2011,56.1,2
Both sexes,18 Granada,Activity rate,2011,56.84,1
Both sexes,18 Granada,Unemployment rate,2011,29.01,4
Both sexes,18 Granada,Unemployment rate,2011,30.2,3
Both sexes,18 Granada,Unemployment rate,2011,28.68,2
Both sexes,18 Granada,Unemployment rate,2011,28.6,1
Both sexes,18 Granada,Employment rate,2011,39.99,4
Both sexes,18 Granada,Employment rate,2011,40.05,3
Both sexes,18 Granada,Employment rate,2011,40.01,2
Both sexes,18 Granada,Employment rate,2011,40.58,1
Both sexes,19 Guadalajara,Activity rate,2011,63.33,4
Both sexes,19 Guadalajara,Activity rate,2011,62.03,3
Both sexes,19 Guadalajara,Activity rate,2011,63.5,2
Both sexes,19 Guadalajara,Activity rate,2011,63.46,1
Both sexes,19 Guadalajara,Unemployment rate,2011,21.07,4
Both sexes,19 Guadalajara,Unemployment rate,2011,17.79,3
Both sexes,19 Guadalajara,Unemployment rate,2011,21.16,2
Both sexes,19 Guadalajara,Unemployment rate,2011,18.25,1
Both sexes,19 Guadalajara,Employment rate,2011,49.99,4
Both sexes,19 Guadalajara,Employment rate,2011,50.99,3
Both sexes,19 Guadalajara,Employment rate,2011,50.07,2
Both sexes,19 Guadalajara,Employment rate,2011,51.88,1
Both sexes,21 Huelva,Activity rate,2011,60.17,4
Both sexes,21 Huelva,Activity rate,2011,58.86,3
Both sexes,21 Huelva,Activity rate,2011,60.07,2
Both sexes,21 Huelva,Activity rate,2011,59.81,1
Both sexes,21 Huelva,Unemployment rate,2011,34.26,4
Both sexes,21 Huelva,Unemployment rate,2011,32.37,3
Both sexes,21 Huelva,Unemployment rate,2011,25.7,2
Both sexes,21 Huelva,Unemployment rate,2011,32.63,1
Both sexes,21 Huelva,Employment rate,2011,39.56,4
Both sexes,21 Huelva,Employment rate,2011,39.81,3
Both sexes,21 Huelva,Employment rate,2011,44.63,2
Both sexes,21 Huelva,Employment rate,2011,40.3,1
Both sexes,22 Huesca,Activity rate,2011,60.1,4
Both sexes,22 Huesca,Activity rate,2011,60.58,3
Both sexes,22 Huesca,Activity rate,2011,60.6,2
Both sexes,22 Huesca,Activity rate,2011,58.84,1
Both sexes,22 Huesca,Unemployment rate,2011,13.98,4
Both sexes,22 Huesca,Unemployment rate,2011,11.19,3
Both sexes,22 Huesca,Unemployment rate,2011,14.57,2
Both sexes,22 Huesca,Unemployment rate,2011,13.64,1
Both sexes,22 Huesca,Employment rate,2011,51.69,4
Both sexes,22 Huesca,Employment rate,2011,53.8,3
Both sexes,22 Huesca,Employment rate,2011,51.77,2
Both sexes,22 Huesca,Employment rate,2011,50.82,1
Both sexes,23 Jaén,Activity rate,2011,54.7,4
Both sexes,23 Jaén,Activity rate,2011,53.18,3
Both sexes,23 Jaén,Activity rate,2011,52.76,2
Both sexes,23 Jaén,Activity rate,2011,54.79,1
Both sexes,23 Jaén,Unemployment rate,2011,28.22,4
Both sexes,23 Jaén,Unemployment rate,2011,31.64,3
Both sexes,23 Jaén,Unemployment rate,2011,29.96,2
Both sexes,23 Jaén,Unemployment rate,2011,22.48,1
Both sexes,23 Jaén,Employment rate,2011,39.26,4
Both sexes,23 Jaén,Employment rate,2011,36.35,3
Both sexes,23 Jaén,Employment rate,2011,36.95,2
Both sexes,23 Jaén,Employment rate,2011,42.47,1
Both sexes,24 León,Activity rate,2011,51.44,4
Both sexes,24 León,Activity rate,2011,51,3
Both sexes,24 León,Activity rate,2011,51.34,2
Both sexes,24 León,Activity rate,2011,50.57,1
Both sexes,24 León,Unemployment rate,2011,17.83,4
Both sexes,24 León,Unemployment rate,2011,15.75,3
Both sexes,24 León,Unemployment rate,2011,17.16,2
Both sexes,24 León,Unemployment rate,2011,18.06,1
Both sexes,24 León,Employment rate,2011,42.27,4
Both sexes,24 León,Employment rate,2011,42.97,3
Both sexes,24 León,Employment rate,2011,42.53,2
Both sexes,24 León,Employment rate,2011,41.44,1
Both sexes,25 Lleida,Activity rate,2011,61.89,4
Both sexes,25 Lleida,Activity rate,2011,60.28,3
Both sexes,25 Lleida,Activity rate,2011,62.42,2
Both sexes,25 Lleida,Activity rate,2011,60.99,1
Both sexes,25 Lleida,Unemployment rate,2011,17.23,4
Both sexes,25 Lleida,Unemployment rate,2011,13.13,3
Both sexes,25 Lleida,Unemployment rate,2011,12.63,2
Both sexes,25 Lleida,Unemployment rate,2011,12.13,1
Both sexes,25 Lleida,Employment rate,2011,51.22,4
Both sexes,25 Lleida,Employment rate,2011,52.36,3
Both sexes,25 Lleida,Employment rate,2011,54.54,2
Both sexes,25 Lleida,Employment rate,2011,53.59,1
Both sexes,27 Lugo,Activity rate,2011,52.18,4
Both sexes,27 Lugo,Activity rate,2011,52.66,3
Both sexes,27 Lugo,Activity rate,2011,52.02,2
Both sexes,27 Lugo,Activity rate,2011,52.38,1
Both sexes,27 Lugo,Unemployment rate,2011,12,4
Both sexes,27 Lugo,Unemployment rate,2011,11.34,3
Both sexes,27 Lugo,Unemployment rate,2011,11.16,2
Both sexes,27 Lugo,Unemployment rate,2011,13.13,1
Both sexes,27 Lugo,Employment rate,2011,45.92,4
Both sexes,27 Lugo,Employment rate,2011,46.69,3
Both sexes,27 Lugo,Employment rate,2011,46.22,2
Both sexes,27 Lugo,Employment rate,2011,45.5,1
Both sexes,28 Madrid,Activity rate,2011,65,4
Both sexes,28 Madrid,Activity rate,2011,64.86,3
Both sexes,28 Madrid,Activity rate,2011,65.79,2
Both sexes,28 Madrid,Activity rate,2011,65.3,1
Both sexes,28 Madrid,Unemployment rate,2011,17.96,4
Both sexes,28 Madrid,Unemployment rate,2011,16.59,3
Both sexes,28 Madrid,Unemployment rate,2011,15.62,2
Both sexes,28 Madrid,Unemployment rate,2011,15.18,1
Both sexes,28 Madrid,Employment rate,2011,53.32,4
Both sexes,28 Madrid,Employment rate,2011,54.1,3
Both sexes,28 Madrid,Employment rate,2011,55.52,2
Both sexes,28 Madrid,Employment rate,2011,55.38,1
Both sexes,29 Málaga,Activity rate,2011,59.02,4
Both sexes,29 Málaga,Activity rate,2011,58.23,3
Both sexes,29 Málaga,Activity rate,2011,57.94,2
Both sexes,29 Málaga,Activity rate,2011,59.26,1
Both sexes,29 Málaga,Unemployment rate,2011,31.3,4
Both sexes,29 Málaga,Unemployment rate,2011,29.83,3
Both sexes,29 Málaga,Unemployment rate,2011,29.4,2
Both sexes,29 Málaga,Unemployment rate,2011,32.03,1
Both sexes,29 Málaga,Employment rate,2011,40.55,4
Both sexes,29 Málaga,Employment rate,2011,40.86,3
Both sexes,29 Málaga,Employment rate,2011,40.9,2
Both sexes,29 Málaga,Employment rate,2011,40.28,1
Both sexes,30 Murcia,Activity rate,2011,61.79,4
Both sexes,30 Murcia,Activity rate,2011,61.54,3
Both sexes,30 Murcia,Activity rate,2011,61.24,2
Both sexes,30 Murcia,Activity rate,2011,61.41,1
Both sexes,30 Murcia,Unemployment rate,2011,26.31,4
Both sexes,30 Murcia,Unemployment rate,2011,24.11,3
Both sexes,30 Murcia,Unemployment rate,2011,23.97,2
Both sexes,30 Murcia,Unemployment rate,2011,25.55,1
Both sexes,30 Murcia,Employment rate,2011,45.53,4
Both sexes,30 Murcia,Employment rate,2011,46.7,3
Both sexes,30 Murcia,Employment rate,2011,46.56,2
Both sexes,30 Murcia,Employment rate,2011,45.72,1
Both sexes,31 Navarra,Activity rate,2011,60.42,4
Both sexes,31 Navarra,Activity rate,2011,61.01,3
Both sexes,31 Navarra,Activity rate,2011,61.09,2
Both sexes,31 Navarra,Activity rate,2011,61.41,1
Both sexes,31 Navarra,Unemployment rate,2011,13.8,4
Both sexes,31 Navarra,Unemployment rate,2011,11.75,3
Both sexes,31 Navarra,Unemployment rate,2011,12.87,2
Both sexes,31 Navarra,Unemployment rate,2011,13.53,1
Both sexes,31 Navarra,Employment rate,2011,52.08,4
Both sexes,31 Navarra,Employment rate,2011,53.84,3
Both sexes,31 Navarra,Employment rate,2011,53.22,2
Both sexes,31 Navarra,Employment rate,2011,53.1,1
Both sexes,32 Ourense,Activity rate,2011,50.12,4
Both sexes,32 Ourense,Activity rate,2011,49.96,3
Both sexes,32 Ourense,Activity rate,2011,50.28,2
Both sexes,32 Ourense,Activity rate,2011,48.99,1
Both sexes,32 Ourense,Unemployment rate,2011,18.78,4
Both sexes,32 Ourense,Unemployment rate,2011,17.28,3
Both sexes,32 Ourense,Unemployment rate,2011,17.21,2
Both sexes,32 Ourense,Unemployment rate,2011,17.83,1
Both sexes,32 Ourense,Employment rate,2011,40.7,4
Both sexes,32 Ourense,Employment rate,2011,41.32,3
Both sexes,32 Ourense,Employment rate,2011,41.63,2
Both sexes,32 Ourense,Employment rate,2011,40.25,1
Both sexes,34 Palencia,Activity rate,2011,55.29,4
Both sexes,34 Palencia,Activity rate,2011,54.93,3
Both sexes,34 Palencia,Activity rate,2011,53.78,2
Both sexes,34 Palencia,Activity rate,2011,54.28,1
Both sexes,34 Palencia,Unemployment rate,2011,17.69,4
Both sexes,34 Palencia,Unemployment rate,2011,17.79,3
Both sexes,34 Palencia,Unemployment rate,2011,17.15,2
Both sexes,34 Palencia,Unemployment rate,2011,18.56,1
Both sexes,34 Palencia,Employment rate,2011,45.51,4
Both sexes,34 Palencia,Employment rate,2011,45.16,3
Both sexes,34 Palencia,Employment rate,2011,44.55,2
Both sexes,34 Palencia,Employment rate,2011,44.21,1
Both sexes,35 Palmas. Las,Activity rate,2011,62.62,4
Both sexes,35 Palmas. Las,Activity rate,2011,63.33,3
Both sexes,35 Palmas. Las,Activity rate,2011,63.57,2
Both sexes,35 Palmas. Las,Activity rate,2011,62.83,1
Both sexes,35 Palmas. Las,Unemployment rate,2011,31.66,4
Both sexes,35 Palmas. Las,Unemployment rate,2011,30.93,3
Both sexes,35 Palmas. Las,Unemployment rate,2011,32.05,2
Both sexes,35 Palmas. Las,Unemployment rate,2011,30.51,1
Both sexes,35 Palmas. Las,Employment rate,2011,42.79,4
Both sexes,35 Palmas. Las,Employment rate,2011,43.75,3
Both sexes,35 Palmas. Las,Employment rate,2011,43.19,2
Both sexes,35 Palmas. Las,Employment rate,2011,43.67,1
Both sexes,36 Pontevedra,Activity rate,2011,56.47,4
Both sexes,36 Pontevedra,Activity rate,2011,56.59,3
Both sexes,36 Pontevedra,Activity rate,2011,56.35,2
Both sexes,36 Pontevedra,Activity rate,2011,55.89,1
Both sexes,36 Pontevedra,Unemployment rate,2011,22.86,4
Both sexes,36 Pontevedra,Unemployment rate,2011,20.32,3
Both sexes,36 Pontevedra,Unemployment rate,2011,19.17,2
Both sexes,36 Pontevedra,Unemployment rate,2011,20.47,1
Both sexes,36 Pontevedra,Employment rate,2011,43.56,4
Both sexes,36 Pontevedra,Employment rate,2011,45.09,3
Both sexes,36 Pontevedra,Employment rate,2011,45.54,2
Both sexes,36 Pontevedra,Employment rate,2011,44.45,1
Both sexes,26 Rioja. La,Activity rate,2011,60.44,4
Both sexes,26 Rioja. La,Activity rate,2011,61.72,3
Both sexes,26 Rioja. La,Activity rate,2011,59.92,2
Both sexes,26 Rioja. La,Activity rate,2011,60.34,1
Both sexes,26 Rioja. La,Unemployment rate,2011,18.61,4
Both sexes,26 Rioja. La,Unemployment rate,2011,17.7,3
Both sexes,26 Rioja. La,Unemployment rate,2011,16.75,2
Both sexes,26 Rioja. La,Unemployment rate,2011,15.77,1
Both sexes,26 Rioja. La,Employment rate,2011,49.19,4
Both sexes,26 Rioja. La,Employment rate,2011,50.79,3
Both sexes,26 Rioja. La,Employment rate,2011,49.88,2
Both sexes,26 Rioja. La,Employment rate,2011,50.83,1
Both sexes,37 Salamanca,Activity rate,2011,53.66,4
Both sexes,37 Salamanca,Activity rate,2011,56.2,3
Both sexes,37 Salamanca,Activity rate,2011,53.97,2
Both sexes,37 Salamanca,Activity rate,2011,51.4,1
Both sexes,37 Salamanca,Unemployment rate,2011,17.17,4
