sex,provinces,rates,year,total,quarter
Both sexes,06 Badajoz,Employment rate,2012,37.29,4
Both sexes,06 Badajoz,Employment rate,2012,38.64,3
Both sexes,06 Badajoz,Employment rate,2012,36.26,2
Both sexes,06 Badajoz,Employment rate,2012,37.4,1
Both sexes,07 Balears. Illes,Activity rate,2012,65.45,4
Both sexes,07 Balears. Illes,Activity rate,2012,69.58,3
Both sexes,07 Balears. Illes,Activity rate,2012,67.96,2
Both sexes,07 Balears. Illes,Activity rate,2012,65.02,1
Both sexes,07 Balears. Illes,Unemployment rate,2012,24.3,4
Both sexes,07 Balears. Illes,Unemployment rate,2012,19.56,3
Both sexes,07 Balears. Illes,Unemployment rate,2012,21.32,2
Both sexes,07 Balears. Illes,Unemployment rate,2012,27.85,1
Both sexes,07 Balears. Illes,Employment rate,2012,49.55,4
Both sexes,07 Balears. Illes,Employment rate,2012,55.97,3
Both sexes,07 Balears. Illes,Employment rate,2012,53.47,2
Both sexes,07 Balears. Illes,Employment rate,2012,46.91,1
Both sexes,08 Barcelona,Activity rate,2012,63.48,4
Both sexes,08 Barcelona,Activity rate,2012,63.61,3
Both sexes,08 Barcelona,Activity rate,2012,63.28,2
Both sexes,08 Barcelona,Activity rate,2012,63.84,1
Both sexes,08 Barcelona,Unemployment rate,2012,24.02,4
Both sexes,08 Barcelona,Unemployment rate,2012,22.99,3
Both sexes,08 Barcelona,Unemployment rate,2012,21.55,2
Both sexes,08 Barcelona,Unemployment rate,2012,21.5,1
Both sexes,08 Barcelona,Employment rate,2012,48.23,4
Both sexes,08 Barcelona,Employment rate,2012,48.99,3
Both sexes,08 Barcelona,Employment rate,2012,49.64,2
Both sexes,08 Barcelona,Employment rate,2012,50.12,1
Both sexes,48 Bizkaia,Activity rate,2012,58.91,4
Both sexes,48 Bizkaia,Activity rate,2012,57.7,3
Both sexes,48 Bizkaia,Activity rate,2012,57.7,2
Both sexes,48 Bizkaia,Activity rate,2012,57.02,1
Both sexes,48 Bizkaia,Unemployment rate,2012,17.69,4
Both sexes,48 Bizkaia,Unemployment rate,2012,18.2,3
Both sexes,48 Bizkaia,Unemployment rate,2012,16.44,2
Both sexes,48 Bizkaia,Unemployment rate,2012,15.23,1
Both sexes,48 Bizkaia,Employment rate,2012,48.49,4
Both sexes,48 Bizkaia,Employment rate,2012,47.19,3
Both sexes,48 Bizkaia,Employment rate,2012,48.22,2
Both sexes,48 Bizkaia,Employment rate,2012,48.34,1
Both sexes,09 Burgos,Activity rate,2012,58.62,4
Both sexes,09 Burgos,Activity rate,2012,59.79,3
Both sexes,09 Burgos,Activity rate,2012,59.42,2
Both sexes,09 Burgos,Activity rate,2012,57.55,1
Both sexes,09 Burgos,Unemployment rate,2012,17.84,4
Both sexes,09 Burgos,Unemployment rate,2012,16.42,3
Both sexes,09 Burgos,Unemployment rate,2012,17.77,2
Both sexes,09 Burgos,Unemployment rate,2012,17.21,1
Both sexes,09 Burgos,Employment rate,2012,48.16,4
Both sexes,09 Burgos,Employment rate,2012,49.97,3
Both sexes,09 Burgos,Employment rate,2012,48.86,2
Both sexes,09 Burgos,Employment rate,2012,47.65,1
Both sexes,10 Cáceres,Activity rate,2012,53.4,4
Both sexes,10 Cáceres,Activity rate,2012,54.26,3
Both sexes,10 Cáceres,Activity rate,2012,52.31,2
Both sexes,10 Cáceres,Activity rate,2012,51.91,1
Both sexes,10 Cáceres,Unemployment rate,2012,31.26,4
Both sexes,10 Cáceres,Unemployment rate,2012,32.69,3
Both sexes,10 Cáceres,Unemployment rate,2012,32.39,2
Both sexes,10 Cáceres,Unemployment rate,2012,30.81,1
Both sexes,10 Cáceres,Employment rate,2012,36.71,4
Both sexes,10 Cáceres,Employment rate,2012,36.53,3
Both sexes,10 Cáceres,Employment rate,2012,35.37,2
Both sexes,10 Cáceres,Employment rate,2012,35.91,1
Both sexes,11 Cádiz,Activity rate,2012,58.22,4
Both sexes,11 Cádiz,Activity rate,2012,58.98,3
Both sexes,11 Cádiz,Activity rate,2012,57.6,2
Both sexes,11 Cádiz,Activity rate,2012,56.71,1
Both sexes,11 Cádiz,Unemployment rate,2012,39.84,4
Both sexes,11 Cádiz,Unemployment rate,2012,35.46,3
Both sexes,11 Cádiz,Unemployment rate,2012,33.93,2
Both sexes,11 Cádiz,Unemployment rate,2012,36.28,1
Both sexes,11 Cádiz,Employment rate,2012,35.03,4
Both sexes,11 Cádiz,Employment rate,2012,38.07,3
Both sexes,11 Cádiz,Employment rate,2012,38.06,2
Both sexes,11 Cádiz,Employment rate,2012,36.13,1
Both sexes,39 Cantabria,Activity rate,2012,57.08,4
Both sexes,39 Cantabria,Activity rate,2012,56.51,3
Both sexes,39 Cantabria,Activity rate,2012,56.41,2
Both sexes,39 Cantabria,Activity rate,2012,57.52,1
Both sexes,39 Cantabria,Unemployment rate,2012,19.19,4
Both sexes,39 Cantabria,Unemployment rate,2012,15.79,3
Both sexes,39 Cantabria,Unemployment rate,2012,17.42,2
Both sexes,39 Cantabria,Unemployment rate,2012,18.77,1
Both sexes,39 Cantabria,Employment rate,2012,46.13,4
Both sexes,39 Cantabria,Employment rate,2012,47.59,3
Both sexes,39 Cantabria,Employment rate,2012,46.58,2
Both sexes,39 Cantabria,Employment rate,2012,46.73,1
Both sexes,12 Castellón/Castelló,Activity rate,2012,60.53,4
Both sexes,12 Castellón/Castelló,Activity rate,2012,60.07,3
Both sexes,12 Castellón/Castelló,Activity rate,2012,59.96,2
Both sexes,12 Castellón/Castelló,Activity rate,2012,59.49,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2012,26.74,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2012,27.15,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2012,27.2,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2012,27.67,1
Both sexes,12 Castellón/Castelló,Employment rate,2012,44.34,4
Both sexes,12 Castellón/Castelló,Employment rate,2012,43.76,3
Both sexes,12 Castellón/Castelló,Employment rate,2012,43.65,2
Both sexes,12 Castellón/Castelló,Employment rate,2012,43.03,1
Both sexes,13 Ciudad Real,Activity rate,2012,55.3,4
Both sexes,13 Ciudad Real,Activity rate,2012,55.99,3
Both sexes,13 Ciudad Real,Activity rate,2012,55.85,2
Both sexes,13 Ciudad Real,Activity rate,2012,55.86,1
Both sexes,13 Ciudad Real,Unemployment rate,2012,30.74,4
Both sexes,13 Ciudad Real,Unemployment rate,2012,30.09,3
Both sexes,13 Ciudad Real,Unemployment rate,2012,32.62,2
Both sexes,13 Ciudad Real,Unemployment rate,2012,30.82,1
Both sexes,13 Ciudad Real,Employment rate,2012,38.3,4
Both sexes,13 Ciudad Real,Employment rate,2012,39.14,3
Both sexes,13 Ciudad Real,Employment rate,2012,37.63,2
Both sexes,13 Ciudad Real,Employment rate,2012,38.64,1
Both sexes,14 Córdoba,Activity rate,2012,57.46,4
Both sexes,14 Córdoba,Activity rate,2012,57.3,3
Both sexes,14 Córdoba,Activity rate,2012,57.03,2
Both sexes,14 Córdoba,Activity rate,2012,59.11,1
Both sexes,14 Córdoba,Unemployment rate,2012,34.86,4
Both sexes,14 Córdoba,Unemployment rate,2012,37.44,3
Both sexes,14 Córdoba,Unemployment rate,2012,33.62,2
Both sexes,14 Córdoba,Unemployment rate,2012,32.67,1
Both sexes,14 Córdoba,Employment rate,2012,37.43,4
Both sexes,14 Córdoba,Employment rate,2012,35.85,3
Both sexes,14 Córdoba,Employment rate,2012,37.85,2
Both sexes,14 Córdoba,Employment rate,2012,39.8,1
Both sexes,15 Coruña. A,Activity rate,2012,56.4,4
Both sexes,15 Coruña. A,Activity rate,2012,56.31,3
Both sexes,15 Coruña. A,Activity rate,2012,55.9,2
Both sexes,15 Coruña. A,Activity rate,2012,56.47,1
Both sexes,15 Coruña. A,Unemployment rate,2012,19.91,4
Both sexes,15 Coruña. A,Unemployment rate,2012,17.72,3
Both sexes,15 Coruña. A,Unemployment rate,2012,18.47,2
Both sexes,15 Coruña. A,Unemployment rate,2012,17.42,1
Both sexes,15 Coruña. A,Employment rate,2012,45.17,4
Both sexes,15 Coruña. A,Employment rate,2012,46.33,3
Both sexes,15 Coruña. A,Employment rate,2012,45.57,2
Both sexes,15 Coruña. A,Employment rate,2012,46.63,1
Both sexes,16 Cuenca,Activity rate,2012,52.21,4
Both sexes,16 Cuenca,Activity rate,2012,53.85,3
Both sexes,16 Cuenca,Activity rate,2012,52.6,2
Both sexes,16 Cuenca,Activity rate,2012,54.1,1
Both sexes,16 Cuenca,Unemployment rate,2012,25.8,4
Both sexes,16 Cuenca,Unemployment rate,2012,20.95,3
Both sexes,16 Cuenca,Unemployment rate,2012,22.27,2
Both sexes,16 Cuenca,Unemployment rate,2012,24.49,1
Both sexes,16 Cuenca,Employment rate,2012,38.74,4
Both sexes,16 Cuenca,Employment rate,2012,42.57,3
Both sexes,16 Cuenca,Employment rate,2012,40.89,2
Both sexes,16 Cuenca,Employment rate,2012,40.85,1
Both sexes,20 Gipuzkoa,Activity rate,2012,55.34,4
Both sexes,20 Gipuzkoa,Activity rate,2012,56.47,3
Both sexes,20 Gipuzkoa,Activity rate,2012,59.05,2
Both sexes,20 Gipuzkoa,Activity rate,2012,58.88,1
Both sexes,20 Gipuzkoa,Unemployment rate,2012,13.24,4
Both sexes,20 Gipuzkoa,Unemployment rate,2012,13.6,3
Both sexes,20 Gipuzkoa,Unemployment rate,2012,13.32,2
Both sexes,20 Gipuzkoa,Unemployment rate,2012,11.72,1
Both sexes,20 Gipuzkoa,Employment rate,2012,48.01,4
Both sexes,20 Gipuzkoa,Employment rate,2012,48.79,3
Both sexes,20 Gipuzkoa,Employment rate,2012,51.19,2
Both sexes,20 Gipuzkoa,Employment rate,2012,51.98,1
Both sexes,17 Girona,Activity rate,2012,63.63,4
Both sexes,17 Girona,Activity rate,2012,65.28,3
Both sexes,17 Girona,Activity rate,2012,66.09,2
Both sexes,17 Girona,Activity rate,2012,64.89,1
Both sexes,17 Girona,Unemployment rate,2012,23.81,4
Both sexes,17 Girona,Unemployment rate,2012,21.62,3
Both sexes,17 Girona,Unemployment rate,2012,25.47,2
Both sexes,17 Girona,Unemployment rate,2012,25.93,1
Both sexes,17 Girona,Employment rate,2012,48.48,4
Both sexes,17 Girona,Employment rate,2012,51.17,3
Both sexes,17 Girona,Employment rate,2012,49.26,2
Both sexes,17 Girona,Employment rate,2012,48.06,1
Both sexes,18 Granada,Activity rate,2012,58.91,4
Both sexes,18 Granada,Activity rate,2012,58.41,3
Both sexes,18 Granada,Activity rate,2012,58.29,2
Both sexes,18 Granada,Activity rate,2012,56.12,1
Both sexes,18 Granada,Unemployment rate,2012,37.43,4
Both sexes,18 Granada,Unemployment rate,2012,36.97,3
Both sexes,18 Granada,Unemployment rate,2012,36.28,2
Both sexes,18 Granada,Unemployment rate,2012,31.67,1
Both sexes,18 Granada,Employment rate,2012,36.86,4
Both sexes,18 Granada,Employment rate,2012,36.82,3
Both sexes,18 Granada,Employment rate,2012,37.14,2
Both sexes,18 Granada,Employment rate,2012,38.34,1
Both sexes,19 Guadalajara,Activity rate,2012,66.32,4
Both sexes,19 Guadalajara,Activity rate,2012,65.48,3
Both sexes,19 Guadalajara,Activity rate,2012,65.79,2
Both sexes,19 Guadalajara,Activity rate,2012,63.09,1
Both sexes,19 Guadalajara,Unemployment rate,2012,24.92,4
Both sexes,19 Guadalajara,Unemployment rate,2012,22.81,3
Both sexes,19 Guadalajara,Unemployment rate,2012,23.77,2
Both sexes,19 Guadalajara,Unemployment rate,2012,19.05,1
Both sexes,19 Guadalajara,Employment rate,2012,49.79,4
Both sexes,19 Guadalajara,Employment rate,2012,50.54,3
Both sexes,19 Guadalajara,Employment rate,2012,50.15,2
Both sexes,19 Guadalajara,Employment rate,2012,51.07,1
Both sexes,21 Huelva,Activity rate,2012,60.27,4
Both sexes,21 Huelva,Activity rate,2012,60.28,3
Both sexes,21 Huelva,Activity rate,2012,60.42,2
Both sexes,21 Huelva,Activity rate,2012,61.15,1
Both sexes,21 Huelva,Unemployment rate,2012,36.52,4
Both sexes,21 Huelva,Unemployment rate,2012,36.4,3
Both sexes,21 Huelva,Unemployment rate,2012,31.57,2
Both sexes,21 Huelva,Unemployment rate,2012,34.63,1
Both sexes,21 Huelva,Employment rate,2012,38.26,4
Both sexes,21 Huelva,Employment rate,2012,38.34,3
Both sexes,21 Huelva,Employment rate,2012,41.35,2
Both sexes,21 Huelva,Employment rate,2012,39.97,1
Both sexes,22 Huesca,Activity rate,2012,58.97,4
Both sexes,22 Huesca,Activity rate,2012,59.97,3
Both sexes,22 Huesca,Activity rate,2012,60.4,2
Both sexes,22 Huesca,Activity rate,2012,60.71,1
Both sexes,22 Huesca,Unemployment rate,2012,14.35,4
Both sexes,22 Huesca,Unemployment rate,2012,13.9,3
Both sexes,22 Huesca,Unemployment rate,2012,14.68,2
Both sexes,22 Huesca,Unemployment rate,2012,15.43,1
Both sexes,22 Huesca,Employment rate,2012,50.5,4
Both sexes,22 Huesca,Employment rate,2012,51.63,3
Both sexes,22 Huesca,Employment rate,2012,51.54,2
Both sexes,22 Huesca,Employment rate,2012,51.34,1
Both sexes,23 Jaén,Activity rate,2012,55.62,4
Both sexes,23 Jaén,Activity rate,2012,54.6,3
Both sexes,23 Jaén,Activity rate,2012,53.44,2
Both sexes,23 Jaén,Activity rate,2012,54.47,1
Both sexes,23 Jaén,Unemployment rate,2012,36.3,4
Both sexes,23 Jaén,Unemployment rate,2012,38.63,3
Both sexes,23 Jaén,Unemployment rate,2012,36.9,2
Both sexes,23 Jaén,Unemployment rate,2012,31.42,1
Both sexes,23 Jaén,Employment rate,2012,35.43,4
Both sexes,23 Jaén,Employment rate,2012,33.51,3
Both sexes,23 Jaén,Employment rate,2012,33.72,2
Both sexes,23 Jaén,Employment rate,2012,37.35,1
Both sexes,24 León,Activity rate,2012,50.81,4
Both sexes,24 León,Activity rate,2012,51.03,3
Both sexes,24 León,Activity rate,2012,50.87,2
Both sexes,24 León,Activity rate,2012,50.5,1
Both sexes,24 León,Unemployment rate,2012,23.42,4
Both sexes,24 León,Unemployment rate,2012,21.92,3
Both sexes,24 León,Unemployment rate,2012,20.65,2
Both sexes,24 León,Unemployment rate,2012,20.01,1
Both sexes,24 León,Employment rate,2012,38.91,4
Both sexes,24 León,Employment rate,2012,39.84,3
Both sexes,24 León,Employment rate,2012,40.36,2
Both sexes,24 León,Employment rate,2012,40.4,1
Both sexes,25 Lleida,Activity rate,2012,61.91,4
Both sexes,25 Lleida,Activity rate,2012,61.72,3
Both sexes,25 Lleida,Activity rate,2012,62.36,2
Both sexes,25 Lleida,Activity rate,2012,61.62,1
Both sexes,25 Lleida,Unemployment rate,2012,17.94,4
Both sexes,25 Lleida,Unemployment rate,2012,15.32,3
Both sexes,25 Lleida,Unemployment rate,2012,19.18,2
Both sexes,25 Lleida,Unemployment rate,2012,18.89,1
Both sexes,25 Lleida,Employment rate,2012,50.8,4
Both sexes,25 Lleida,Employment rate,2012,52.27,3
Both sexes,25 Lleida,Employment rate,2012,50.4,2
Both sexes,25 Lleida,Employment rate,2012,49.98,1
Both sexes,27 Lugo,Activity rate,2012,51.43,4
Both sexes,27 Lugo,Activity rate,2012,51.62,3
Both sexes,27 Lugo,Activity rate,2012,52.01,2
Both sexes,27 Lugo,Activity rate,2012,51.22,1
Both sexes,27 Lugo,Unemployment rate,2012,16.73,4
Both sexes,27 Lugo,Unemployment rate,2012,15.71,3
Both sexes,27 Lugo,Unemployment rate,2012,16.76,2
Both sexes,27 Lugo,Unemployment rate,2012,15.24,1
Both sexes,27 Lugo,Employment rate,2012,42.83,4
Both sexes,27 Lugo,Employment rate,2012,43.51,3
Both sexes,27 Lugo,Employment rate,2012,43.29,2
Both sexes,27 Lugo,Employment rate,2012,43.41,1
Both sexes,28 Madrid,Activity rate,2012,65.03,4
Both sexes,28 Madrid,Activity rate,2012,65.21,3
Both sexes,28 Madrid,Activity rate,2012,65.69,2
Both sexes,28 Madrid,Activity rate,2012,65.37,1
Both sexes,28 Madrid,Unemployment rate,2012,19.32,4
Both sexes,28 Madrid,Unemployment rate,2012,18.23,3
Both sexes,28 Madrid,Unemployment rate,2012,18.42,2
Both sexes,28 Madrid,Unemployment rate,2012,18.15,1
Both sexes,28 Madrid,Employment rate,2012,52.47,4
Both sexes,28 Madrid,Employment rate,2012,53.32,3
Both sexes,28 Madrid,Employment rate,2012,53.59,2
Both sexes,28 Madrid,Employment rate,2012,53.5,1
Both sexes,29 Málaga,Activity rate,2012,58.81,4
Both sexes,29 Málaga,Activity rate,2012,59.56,3
Both sexes,29 Málaga,Activity rate,2012,59.85,2
Both sexes,29 Málaga,Activity rate,2012,59.23,1
Both sexes,29 Málaga,Unemployment rate,2012,35.5,4
Both sexes,29 Málaga,Unemployment rate,2012,33.21,3
Both sexes,29 Málaga,Unemployment rate,2012,34.32,2
Both sexes,29 Málaga,Unemployment rate,2012,34.12,1
Both sexes,29 Málaga,Employment rate,2012,37.93,4
Both sexes,29 Málaga,Employment rate,2012,39.78,3
Both sexes,29 Málaga,Employment rate,2012,39.31,2
Both sexes,29 Málaga,Employment rate,2012,39.02,1
Both sexes,30 Murcia,Activity rate,2012,61.24,4
Both sexes,30 Murcia,Activity rate,2012,62.23,3
Both sexes,30 Murcia,Activity rate,2012,61.9,2
Both sexes,30 Murcia,Activity rate,2012,61.73,1
Both sexes,30 Murcia,Unemployment rate,2012,29.37,4
Both sexes,30 Murcia,Unemployment rate,2012,28.34,3
Both sexes,30 Murcia,Unemployment rate,2012,26.07,2
Both sexes,30 Murcia,Unemployment rate,2012,26.68,1
Both sexes,30 Murcia,Employment rate,2012,43.25,4
Both sexes,30 Murcia,Employment rate,2012,44.6,3
Both sexes,30 Murcia,Employment rate,2012,45.76,2
Both sexes,30 Murcia,Employment rate,2012,45.26,1
Both sexes,31 Navarra,Activity rate,2012,60.59,4
Both sexes,31 Navarra,Activity rate,2012,60.81,3
Both sexes,31 Navarra,Activity rate,2012,61.08,2
Both sexes,31 Navarra,Activity rate,2012,60.38,1
Both sexes,31 Navarra,Unemployment rate,2012,17.17,4
Both sexes,31 Navarra,Unemployment rate,2012,14.97,3
Both sexes,31 Navarra,Unemployment rate,2012,16.3,2
Both sexes,31 Navarra,Unemployment rate,2012,16.21,1
Both sexes,31 Navarra,Employment rate,2012,50.18,4
Both sexes,31 Navarra,Employment rate,2012,51.71,3
Both sexes,31 Navarra,Employment rate,2012,51.12,2
Both sexes,31 Navarra,Employment rate,2012,50.59,1
Both sexes,32 Ourense,Activity rate,2012,48.67,4
Both sexes,32 Ourense,Activity rate,2012,49.84,3
Both sexes,32 Ourense,Activity rate,2012,49.56,2
Both sexes,32 Ourense,Activity rate,2012,50.14,1
Both sexes,32 Ourense,Unemployment rate,2012,22.73,4
Both sexes,32 Ourense,Unemployment rate,2012,21.13,3
Both sexes,32 Ourense,Unemployment rate,2012,20.17,2
Both sexes,32 Ourense,Unemployment rate,2012,19.81,1
Both sexes,32 Ourense,Employment rate,2012,37.61,4
Both sexes,32 Ourense,Employment rate,2012,39.31,3
Both sexes,32 Ourense,Employment rate,2012,39.57,2
Both sexes,32 Ourense,Employment rate,2012,40.21,1
Both sexes,34 Palencia,Activity rate,2012,54.28,4
Both sexes,34 Palencia,Activity rate,2012,56.6,3
Both sexes,34 Palencia,Activity rate,2012,55.15,2
Both sexes,34 Palencia,Activity rate,2012,55.07,1
Both sexes,34 Palencia,Unemployment rate,2012,18.74,4
Both sexes,34 Palencia,Unemployment rate,2012,18.3,3
Both sexes,34 Palencia,Unemployment rate,2012,20.15,2
Both sexes,34 Palencia,Unemployment rate,2012,18.8,1
Both sexes,34 Palencia,Employment rate,2012,44.11,4
Both sexes,34 Palencia,Employment rate,2012,46.24,3
Both sexes,34 Palencia,Employment rate,2012,44.04,2
Both sexes,34 Palencia,Employment rate,2012,44.71,1
Both sexes,35 Palmas. Las,Activity rate,2012,64.26,4
Both sexes,35 Palmas. Las,Activity rate,2012,64.78,3
Both sexes,35 Palmas. Las,Activity rate,2012,63.53,2
Both sexes,35 Palmas. Las,Activity rate,2012,63.75,1
Both sexes,35 Palmas. Las,Unemployment rate,2012,33.54,4
Both sexes,35 Palmas. Las,Unemployment rate,2012,33.97,3
Both sexes,35 Palmas. Las,Unemployment rate,2012,35.38,2
Both sexes,35 Palmas. Las,Unemployment rate,2012,33.1,1
Both sexes,35 Palmas. Las,Employment rate,2012,42.71,4
Both sexes,35 Palmas. Las,Employment rate,2012,42.78,3
Both sexes,35 Palmas. Las,Employment rate,2012,41.05,2
Both sexes,35 Palmas. Las,Employment rate,2012,42.65,1
Both sexes,36 Pontevedra,Activity rate,2012,56.28,4
Both sexes,36 Pontevedra,Activity rate,2012,56.84,3
Both sexes,36 Pontevedra,Activity rate,2012,56.99,2
Both sexes,36 Pontevedra,Activity rate,2012,56.79,1
Both sexes,36 Pontevedra,Unemployment rate,2012,23.63,4
Both sexes,36 Pontevedra,Unemployment rate,2012,23.76,3
Both sexes,36 Pontevedra,Unemployment rate,2012,25.54,2
Both sexes,36 Pontevedra,Unemployment rate,2012,25.08,1
Both sexes,36 Pontevedra,Employment rate,2012,42.99,4
Both sexes,36 Pontevedra,Employment rate,2012,43.33,3
Both sexes,36 Pontevedra,Employment rate,2012,42.44,2
Both sexes,36 Pontevedra,Employment rate,2012,42.55,1
Both sexes,26 Rioja. La,Activity rate,2012,58.92,4
Both sexes,26 Rioja. La,Activity rate,2012,59.79,3
Both sexes,26 Rioja. La,Activity rate,2012,60.74,2
Both sexes,26 Rioja. La,Activity rate,2012,59.95,1
Both sexes,26 Rioja. La,Unemployment rate,2012,18.82,4
Both sexes,26 Rioja. La,Unemployment rate,2012,20.54,3
Both sexes,26 Rioja. La,Unemployment rate,2012,22.81,2
Both sexes,26 Rioja. La,Unemployment rate,2012,20.1,1
Both sexes,26 Rioja. La,Employment rate,2012,47.83,4
Both sexes,26 Rioja. La,Employment rate,2012,47.51,3
Both sexes,26 Rioja. La,Employment rate,2012,46.89,2
Both sexes,26 Rioja. La,Employment rate,2012,47.9,1
Both sexes,37 Salamanca,Activity rate,2012,54.04,4
Both sexes,37 Salamanca,Activity rate,2012,55.17,3
Both sexes,37 Salamanca,Activity rate,2012,55.71,2
Both sexes,37 Salamanca,Activity rate,2012,54.59,1
