sex,provinces,rates,year,total,quarter
Both sexes,48 Bizkaia,Activity rate,2013,58.09,1
Both sexes,48 Bizkaia,Unemployment rate,2013,17.61,4
Both sexes,48 Bizkaia,Unemployment rate,2013,17.55,3
Both sexes,48 Bizkaia,Unemployment rate,2013,17.25,2
Both sexes,48 Bizkaia,Unemployment rate,2013,18.64,1
Both sexes,48 Bizkaia,Employment rate,2013,47.12,4
Both sexes,48 Bizkaia,Employment rate,2013,46.5,3
Both sexes,48 Bizkaia,Employment rate,2013,47.12,2
Both sexes,48 Bizkaia,Employment rate,2013,47.26,1
Both sexes,09 Burgos,Activity rate,2013,58.33,4
Both sexes,09 Burgos,Activity rate,2013,58.8,3
Both sexes,09 Burgos,Activity rate,2013,57.61,2
Both sexes,09 Burgos,Activity rate,2013,58.91,1
Both sexes,09 Burgos,Unemployment rate,2013,19.08,4
Both sexes,09 Burgos,Unemployment rate,2013,19.06,3
Both sexes,09 Burgos,Unemployment rate,2013,20.91,2
Both sexes,09 Burgos,Unemployment rate,2013,22.6,1
Both sexes,09 Burgos,Employment rate,2013,47.2,4
Both sexes,09 Burgos,Employment rate,2013,47.59,3
Both sexes,09 Burgos,Employment rate,2013,45.56,2
Both sexes,09 Burgos,Employment rate,2013,45.6,1
Both sexes,10 Cáceres,Activity rate,2013,54.77,4
Both sexes,10 Cáceres,Activity rate,2013,56.53,3
Both sexes,10 Cáceres,Activity rate,2013,54.73,2
Both sexes,10 Cáceres,Activity rate,2013,53.66,1
Both sexes,10 Cáceres,Unemployment rate,2013,31.26,4
Both sexes,10 Cáceres,Unemployment rate,2013,33.02,3
Both sexes,10 Cáceres,Unemployment rate,2013,32.92,2
Both sexes,10 Cáceres,Unemployment rate,2013,34.62,1
Both sexes,10 Cáceres,Employment rate,2013,37.65,4
Both sexes,10 Cáceres,Employment rate,2013,37.87,3
Both sexes,10 Cáceres,Employment rate,2013,36.71,2
Both sexes,10 Cáceres,Employment rate,2013,35.09,1
Both sexes,11 Cádiz,Activity rate,2013,56.75,4
Both sexes,11 Cádiz,Activity rate,2013,57.93,3
Both sexes,11 Cádiz,Activity rate,2013,57.27,2
Both sexes,11 Cádiz,Activity rate,2013,56.86,1
Both sexes,11 Cádiz,Unemployment rate,2013,40.47,4
Both sexes,11 Cádiz,Unemployment rate,2013,37.05,3
Both sexes,11 Cádiz,Unemployment rate,2013,39.7,2
Both sexes,11 Cádiz,Unemployment rate,2013,41.24,1
Both sexes,11 Cádiz,Employment rate,2013,33.79,4
Both sexes,11 Cádiz,Employment rate,2013,36.47,3
Both sexes,11 Cádiz,Employment rate,2013,34.54,2
Both sexes,11 Cádiz,Employment rate,2013,33.41,1
Both sexes,39 Cantabria,Activity rate,2013,56.75,4
Both sexes,39 Cantabria,Activity rate,2013,56.22,3
Both sexes,39 Cantabria,Activity rate,2013,55.66,2
Both sexes,39 Cantabria,Activity rate,2013,55.94,1
Both sexes,39 Cantabria,Unemployment rate,2013,19.81,4
Both sexes,39 Cantabria,Unemployment rate,2013,18.84,3
Both sexes,39 Cantabria,Unemployment rate,2013,22.28,2
Both sexes,39 Cantabria,Unemployment rate,2013,20.86,1
Both sexes,39 Cantabria,Employment rate,2013,45.51,4
Both sexes,39 Cantabria,Employment rate,2013,45.62,3
Both sexes,39 Cantabria,Employment rate,2013,43.26,2
Both sexes,39 Cantabria,Employment rate,2013,44.27,1
Both sexes,12 Castellón/Castelló,Activity rate,2013,60.24,4
Both sexes,12 Castellón/Castelló,Activity rate,2013,61.02,3
Both sexes,12 Castellón/Castelló,Activity rate,2013,59.82,2
Both sexes,12 Castellón/Castelló,Activity rate,2013,59.99,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2013,27.33,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2013,27.75,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2013,30.75,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2013,30.67,1
Both sexes,12 Castellón/Castelló,Employment rate,2013,43.77,4
Both sexes,12 Castellón/Castelló,Employment rate,2013,44.08,3
Both sexes,12 Castellón/Castelló,Employment rate,2013,41.43,2
Both sexes,12 Castellón/Castelló,Employment rate,2013,41.59,1
Both sexes,13 Ciudad Real,Activity rate,2013,56.14,4
Both sexes,13 Ciudad Real,Activity rate,2013,56.11,3
Both sexes,13 Ciudad Real,Activity rate,2013,54.73,2
Both sexes,13 Ciudad Real,Activity rate,2013,55.81,1
Both sexes,13 Ciudad Real,Unemployment rate,2013,30.03,4
Both sexes,13 Ciudad Real,Unemployment rate,2013,28.89,3
Both sexes,13 Ciudad Real,Unemployment rate,2013,30.79,2
Both sexes,13 Ciudad Real,Unemployment rate,2013,32.45,1
Both sexes,13 Ciudad Real,Employment rate,2013,39.28,4
Both sexes,13 Ciudad Real,Employment rate,2013,39.9,3
Both sexes,13 Ciudad Real,Employment rate,2013,37.88,2
Both sexes,13 Ciudad Real,Employment rate,2013,37.7,1
Both sexes,14 Córdoba,Activity rate,2013,57.97,4
Both sexes,14 Córdoba,Activity rate,2013,57.38,3
Both sexes,14 Córdoba,Activity rate,2013,58.1,2
Both sexes,14 Córdoba,Activity rate,2013,57.47,1
Both sexes,14 Córdoba,Unemployment rate,2013,36.68,4
Both sexes,14 Córdoba,Unemployment rate,2013,37.16,3
Both sexes,14 Córdoba,Unemployment rate,2013,33.3,2
Both sexes,14 Córdoba,Unemployment rate,2013,33.51,1
Both sexes,14 Córdoba,Employment rate,2013,36.71,4
Both sexes,14 Córdoba,Employment rate,2013,36.06,3
Both sexes,14 Córdoba,Employment rate,2013,38.76,2
Both sexes,14 Córdoba,Employment rate,2013,38.21,1
Both sexes,15 Coruña. A,Activity rate,2013,54.88,4
Both sexes,15 Coruña. A,Activity rate,2013,54.97,3
Both sexes,15 Coruña. A,Activity rate,2013,55.64,2
Both sexes,15 Coruña. A,Activity rate,2013,55.67,1
Both sexes,15 Coruña. A,Unemployment rate,2013,19.97,4
Both sexes,15 Coruña. A,Unemployment rate,2013,20.08,3
Both sexes,15 Coruña. A,Unemployment rate,2013,20.36,2
Both sexes,15 Coruña. A,Unemployment rate,2013,20.31,1
Both sexes,15 Coruña. A,Employment rate,2013,43.92,4
Both sexes,15 Coruña. A,Employment rate,2013,43.93,3
Both sexes,15 Coruña. A,Employment rate,2013,44.31,2
Both sexes,15 Coruña. A,Employment rate,2013,44.37,1
Both sexes,16 Cuenca,Activity rate,2013,54.89,4
Both sexes,16 Cuenca,Activity rate,2013,55.72,3
Both sexes,16 Cuenca,Activity rate,2013,54.92,2
Both sexes,16 Cuenca,Activity rate,2013,53.12,1
Both sexes,16 Cuenca,Unemployment rate,2013,26.12,4
Both sexes,16 Cuenca,Unemployment rate,2013,31.01,3
Both sexes,16 Cuenca,Unemployment rate,2013,29.83,2
Both sexes,16 Cuenca,Unemployment rate,2013,28.52,1
Both sexes,16 Cuenca,Employment rate,2013,40.55,4
Both sexes,16 Cuenca,Employment rate,2013,38.44,3
Both sexes,16 Cuenca,Employment rate,2013,38.54,2
Both sexes,16 Cuenca,Employment rate,2013,37.97,1
Both sexes,20 Gipuzkoa,Activity rate,2013,56.45,4
Both sexes,20 Gipuzkoa,Activity rate,2013,55.11,3
Both sexes,20 Gipuzkoa,Activity rate,2013,56.46,2
Both sexes,20 Gipuzkoa,Activity rate,2013,56.23,1
Both sexes,20 Gipuzkoa,Unemployment rate,2013,13.8,4
Both sexes,20 Gipuzkoa,Unemployment rate,2013,14.31,3
Both sexes,20 Gipuzkoa,Unemployment rate,2013,14.11,2
Both sexes,20 Gipuzkoa,Unemployment rate,2013,14.24,1
Both sexes,20 Gipuzkoa,Employment rate,2013,48.66,4
Both sexes,20 Gipuzkoa,Employment rate,2013,47.22,3
Both sexes,20 Gipuzkoa,Employment rate,2013,48.5,2
Both sexes,20 Gipuzkoa,Employment rate,2013,48.22,1
Both sexes,17 Girona,Activity rate,2013,64.4,4
Both sexes,17 Girona,Activity rate,2013,66.86,3
Both sexes,17 Girona,Activity rate,2013,64.7,2
Both sexes,17 Girona,Activity rate,2013,63.23,1
Both sexes,17 Girona,Unemployment rate,2013,23.69,4
Both sexes,17 Girona,Unemployment rate,2013,21.17,3
Both sexes,17 Girona,Unemployment rate,2013,22.42,2
Both sexes,17 Girona,Unemployment rate,2013,24.66,1
Both sexes,17 Girona,Employment rate,2013,49.14,4
Both sexes,17 Girona,Employment rate,2013,52.71,3
Both sexes,17 Girona,Employment rate,2013,50.2,2
Both sexes,17 Girona,Employment rate,2013,47.64,1
Both sexes,18 Granada,Activity rate,2013,58.38,4
Both sexes,18 Granada,Activity rate,2013,59.56,3
Both sexes,18 Granada,Activity rate,2013,58.32,2
Both sexes,18 Granada,Activity rate,2013,58.78,1
Both sexes,18 Granada,Unemployment rate,2013,35.82,4
Both sexes,18 Granada,Unemployment rate,2013,38.25,3
Both sexes,18 Granada,Unemployment rate,2013,36.9,2
Both sexes,18 Granada,Unemployment rate,2013,37.17,1
Both sexes,18 Granada,Employment rate,2013,37.47,4
Both sexes,18 Granada,Employment rate,2013,36.78,3
Both sexes,18 Granada,Employment rate,2013,36.8,2
Both sexes,18 Granada,Employment rate,2013,36.93,1
Both sexes,19 Guadalajara,Activity rate,2013,62.62,4
Both sexes,19 Guadalajara,Activity rate,2013,62.82,3
Both sexes,19 Guadalajara,Activity rate,2013,65.56,2
Both sexes,19 Guadalajara,Activity rate,2013,65.66,1
Both sexes,19 Guadalajara,Unemployment rate,2013,21.26,4
Both sexes,19 Guadalajara,Unemployment rate,2013,20.77,3
Both sexes,19 Guadalajara,Unemployment rate,2013,23.28,2
Both sexes,19 Guadalajara,Unemployment rate,2013,24.93,1
Both sexes,19 Guadalajara,Employment rate,2013,49.31,4
Both sexes,19 Guadalajara,Employment rate,2013,49.77,3
Both sexes,19 Guadalajara,Employment rate,2013,50.3,2
Both sexes,19 Guadalajara,Employment rate,2013,49.29,1
Both sexes,21 Huelva,Activity rate,2013,59.07,4
Both sexes,21 Huelva,Activity rate,2013,56.77,3
Both sexes,21 Huelva,Activity rate,2013,59.56,2
Both sexes,21 Huelva,Activity rate,2013,59.35,1
Both sexes,21 Huelva,Unemployment rate,2013,31.37,4
Both sexes,21 Huelva,Unemployment rate,2013,35.12,3
Both sexes,21 Huelva,Unemployment rate,2013,31.88,2
Both sexes,21 Huelva,Unemployment rate,2013,40.94,1
Both sexes,21 Huelva,Employment rate,2013,40.54,4
Both sexes,21 Huelva,Employment rate,2013,36.84,3
Both sexes,21 Huelva,Employment rate,2013,40.57,2
Both sexes,21 Huelva,Employment rate,2013,35.05,1
Both sexes,22 Huesca,Activity rate,2013,56.11,4
Both sexes,22 Huesca,Activity rate,2013,56.02,3
Both sexes,22 Huesca,Activity rate,2013,56.26,2
Both sexes,22 Huesca,Activity rate,2013,57.69,1
Both sexes,22 Huesca,Unemployment rate,2013,19.61,4
Both sexes,22 Huesca,Unemployment rate,2013,14.38,3
Both sexes,22 Huesca,Unemployment rate,2013,17.88,2
Both sexes,22 Huesca,Unemployment rate,2013,16.79,1
Both sexes,22 Huesca,Employment rate,2013,45.11,4
Both sexes,22 Huesca,Employment rate,2013,47.96,3
Both sexes,22 Huesca,Employment rate,2013,46.2,2
Both sexes,22 Huesca,Employment rate,2013,48,1
Both sexes,23 Jaén,Activity rate,2013,56.73,4
Both sexes,23 Jaén,Activity rate,2013,56.1,3
Both sexes,23 Jaén,Activity rate,2013,56.26,2
Both sexes,23 Jaén,Activity rate,2013,55.61,1
Both sexes,23 Jaén,Unemployment rate,2013,36.35,4
Both sexes,23 Jaén,Unemployment rate,2013,40.16,3
Both sexes,23 Jaén,Unemployment rate,2013,40.47,2
Both sexes,23 Jaén,Unemployment rate,2013,40.45,1
Both sexes,23 Jaén,Employment rate,2013,36.11,4
Both sexes,23 Jaén,Employment rate,2013,33.57,3
Both sexes,23 Jaén,Employment rate,2013,33.49,2
Both sexes,23 Jaén,Employment rate,2013,33.12,1
Both sexes,24 León,Activity rate,2013,50.11,4
Both sexes,24 León,Activity rate,2013,50.68,3
Both sexes,24 León,Activity rate,2013,51.26,2
Both sexes,24 León,Activity rate,2013,51.12,1
Both sexes,24 León,Unemployment rate,2013,24.39,4
Both sexes,24 León,Unemployment rate,2013,22.69,3
Both sexes,24 León,Unemployment rate,2013,24.06,2
Both sexes,24 León,Unemployment rate,2013,24.43,1
Both sexes,24 León,Employment rate,2013,37.89,4
Both sexes,24 León,Employment rate,2013,39.19,3
Both sexes,24 León,Employment rate,2013,38.93,2
Both sexes,24 León,Employment rate,2013,38.63,1
Both sexes,25 Lleida,Activity rate,2013,62.66,4
Both sexes,25 Lleida,Activity rate,2013,62.72,3
Both sexes,25 Lleida,Activity rate,2013,62.8,2
Both sexes,25 Lleida,Activity rate,2013,61.83,1
Both sexes,25 Lleida,Unemployment rate,2013,16.05,4
Both sexes,25 Lleida,Unemployment rate,2013,14.79,3
Both sexes,25 Lleida,Unemployment rate,2013,18.61,2
Both sexes,25 Lleida,Unemployment rate,2013,16.44,1
Both sexes,25 Lleida,Employment rate,2013,52.6,4
Both sexes,25 Lleida,Employment rate,2013,53.44,3
Both sexes,25 Lleida,Employment rate,2013,51.12,2
Both sexes,25 Lleida,Employment rate,2013,51.66,1
Both sexes,27 Lugo,Activity rate,2013,52.25,4
Both sexes,27 Lugo,Activity rate,2013,52.38,3
Both sexes,27 Lugo,Activity rate,2013,51.9,2
Both sexes,27 Lugo,Activity rate,2013,51.49,1
Both sexes,27 Lugo,Unemployment rate,2013,19.03,4
Both sexes,27 Lugo,Unemployment rate,2013,16.79,3
Both sexes,27 Lugo,Unemployment rate,2013,19.57,2
Both sexes,27 Lugo,Unemployment rate,2013,20.45,1
Both sexes,27 Lugo,Employment rate,2013,42.3,4
Both sexes,27 Lugo,Employment rate,2013,43.58,3
Both sexes,27 Lugo,Employment rate,2013,41.74,2
Both sexes,27 Lugo,Employment rate,2013,40.96,1
Both sexes,28 Madrid,Activity rate,2013,64.05,4
Both sexes,28 Madrid,Activity rate,2013,64.04,3
Both sexes,28 Madrid,Activity rate,2013,64.38,2
Both sexes,28 Madrid,Activity rate,2013,65.38,1
Both sexes,28 Madrid,Unemployment rate,2013,20.45,4
Both sexes,28 Madrid,Unemployment rate,2013,19.41,3
Both sexes,28 Madrid,Unemployment rate,2013,19.2,2
Both sexes,28 Madrid,Unemployment rate,2013,19.99,1
Both sexes,28 Madrid,Employment rate,2013,50.95,4
Both sexes,28 Madrid,Employment rate,2013,51.61,3
Both sexes,28 Madrid,Employment rate,2013,52.01,2
Both sexes,28 Madrid,Employment rate,2013,52.31,1
Both sexes,29 Málaga,Activity rate,2013,58.75,4
Both sexes,29 Málaga,Activity rate,2013,58.73,3
Both sexes,29 Málaga,Activity rate,2013,59.01,2
Both sexes,29 Málaga,Activity rate,2013,58.15,1
Both sexes,29 Málaga,Unemployment rate,2013,36.2,4
Both sexes,29 Málaga,Unemployment rate,2013,34.34,3
Both sexes,29 Málaga,Unemployment rate,2013,35.73,2
Both sexes,29 Málaga,Unemployment rate,2013,36.67,1
Both sexes,29 Málaga,Employment rate,2013,37.48,4
Both sexes,29 Málaga,Employment rate,2013,38.56,3
Both sexes,29 Málaga,Employment rate,2013,37.93,2
Both sexes,29 Málaga,Employment rate,2013,36.83,1
Both sexes,30 Murcia,Activity rate,2013,61.37,4
Both sexes,30 Murcia,Activity rate,2013,62.06,3
Both sexes,30 Murcia,Activity rate,2013,61.15,2
Both sexes,30 Murcia,Activity rate,2013,61.02,1
Both sexes,30 Murcia,Unemployment rate,2013,28.5,4
Both sexes,30 Murcia,Unemployment rate,2013,28.72,3
Both sexes,30 Murcia,Unemployment rate,2013,28.79,2
Both sexes,30 Murcia,Unemployment rate,2013,29.91,1
Both sexes,30 Murcia,Employment rate,2013,43.88,4
Both sexes,30 Murcia,Employment rate,2013,44.23,3
Both sexes,30 Murcia,Employment rate,2013,43.55,2
Both sexes,30 Murcia,Employment rate,2013,42.77,1
Both sexes,31 Navarra,Activity rate,2013,59.56,4
Both sexes,31 Navarra,Activity rate,2013,60.57,3
Both sexes,31 Navarra,Activity rate,2013,60.13,2
Both sexes,31 Navarra,Activity rate,2013,60.44,1
Both sexes,31 Navarra,Unemployment rate,2013,16.44,4
Both sexes,31 Navarra,Unemployment rate,2013,17.92,3
Both sexes,31 Navarra,Unemployment rate,2013,18.4,2
Both sexes,31 Navarra,Unemployment rate,2013,18.96,1
Both sexes,31 Navarra,Employment rate,2013,49.77,4
Both sexes,31 Navarra,Employment rate,2013,49.72,3
Both sexes,31 Navarra,Employment rate,2013,49.07,2
Both sexes,31 Navarra,Employment rate,2013,48.98,1
Both sexes,32 Ourense,Activity rate,2013,47.19,4
Both sexes,32 Ourense,Activity rate,2013,47.58,3
Both sexes,32 Ourense,Activity rate,2013,48.22,2
Both sexes,32 Ourense,Activity rate,2013,48.65,1
Both sexes,32 Ourense,Unemployment rate,2013,23.23,4
Both sexes,32 Ourense,Unemployment rate,2013,24.55,3
Both sexes,32 Ourense,Unemployment rate,2013,24.53,2
Both sexes,32 Ourense,Unemployment rate,2013,23.93,1
Both sexes,32 Ourense,Employment rate,2013,36.23,4
Both sexes,32 Ourense,Employment rate,2013,35.9,3
Both sexes,32 Ourense,Employment rate,2013,36.39,2
Both sexes,32 Ourense,Employment rate,2013,37.01,1
Both sexes,34 Palencia,Activity rate,2013,55.09,4
Both sexes,34 Palencia,Activity rate,2013,56.88,3
Both sexes,34 Palencia,Activity rate,2013,55.63,2
Both sexes,34 Palencia,Activity rate,2013,55.39,1
Both sexes,34 Palencia,Unemployment rate,2013,21.16,4
Both sexes,34 Palencia,Unemployment rate,2013,21.84,3
Both sexes,34 Palencia,Unemployment rate,2013,20.17,2
Both sexes,34 Palencia,Unemployment rate,2013,22.19,1
Both sexes,34 Palencia,Employment rate,2013,43.44,4
Both sexes,34 Palencia,Employment rate,2013,44.46,3
Both sexes,34 Palencia,Employment rate,2013,44.41,2
Both sexes,34 Palencia,Employment rate,2013,43.1,1
Both sexes,35 Palmas. Las,Activity rate,2013,63.94,4
Both sexes,35 Palmas. Las,Activity rate,2013,64.14,3
Both sexes,35 Palmas. Las,Activity rate,2013,63.47,2
Both sexes,35 Palmas. Las,Activity rate,2013,64.99,1
Both sexes,35 Palmas. Las,Unemployment rate,2013,33.47,4
Both sexes,35 Palmas. Las,Unemployment rate,2013,36.76,3
Both sexes,35 Palmas. Las,Unemployment rate,2013,34.53,2
Both sexes,35 Palmas. Las,Unemployment rate,2013,34.53,1
Both sexes,35 Palmas. Las,Employment rate,2013,42.54,4
Both sexes,35 Palmas. Las,Employment rate,2013,40.57,3
Both sexes,35 Palmas. Las,Employment rate,2013,41.56,2
Both sexes,35 Palmas. Las,Employment rate,2013,42.55,1
Both sexes,36 Pontevedra,Activity rate,2013,55.96,4
Both sexes,36 Pontevedra,Activity rate,2013,56.42,3
Both sexes,36 Pontevedra,Activity rate,2013,55.87,2
Both sexes,36 Pontevedra,Activity rate,2013,55.28,1
Both sexes,36 Pontevedra,Unemployment rate,2013,24.75,4
Both sexes,36 Pontevedra,Unemployment rate,2013,24.25,3
Both sexes,36 Pontevedra,Unemployment rate,2013,25.22,2
Both sexes,36 Pontevedra,Unemployment rate,2013,24.75,1
Both sexes,36 Pontevedra,Employment rate,2013,42.11,4
Both sexes,36 Pontevedra,Employment rate,2013,42.74,3
Both sexes,36 Pontevedra,Employment rate,2013,41.78,2
Both sexes,36 Pontevedra,Employment rate,2013,41.6,1
Both sexes,26 Rioja. La,Activity rate,2013,60.38,4
Both sexes,26 Rioja. La,Activity rate,2013,60.22,3
Both sexes,26 Rioja. La,Activity rate,2013,58.47,2
Both sexes,26 Rioja. La,Activity rate,2013,58.17,1
Both sexes,26 Rioja. La,Unemployment rate,2013,20.24,4
Both sexes,26 Rioja. La,Unemployment rate,2013,19.7,3
Both sexes,26 Rioja. La,Unemployment rate,2013,20.94,2
Both sexes,26 Rioja. La,Unemployment rate,2013,19.26,1
Both sexes,26 Rioja. La,Employment rate,2013,48.16,4
Both sexes,26 Rioja. La,Employment rate,2013,48.35,3
Both sexes,26 Rioja. La,Employment rate,2013,46.23,2
Both sexes,26 Rioja. La,Employment rate,2013,46.96,1
Both sexes,37 Salamanca,Activity rate,2013,54.05,4
Both sexes,37 Salamanca,Activity rate,2013,54.06,3
Both sexes,37 Salamanca,Activity rate,2013,52.82,2
Both sexes,37 Salamanca,Activity rate,2013,53.41,1
