sex,provinces,rates,year,total,quarter
Both sexes,01 Araba/Álava,Activity rate,2010,60.33,3
Both sexes,01 Araba/Álava,Activity rate,2010,61.67,2
Both sexes,01 Araba/Álava,Activity rate,2010,61.17,1
Both sexes,01 Araba/Álava,Unemployment rate,2010,11.14,4
Both sexes,01 Araba/Álava,Unemployment rate,2010,9.6,3
Both sexes,01 Araba/Álava,Unemployment rate,2010,10.92,2
Both sexes,01 Araba/Álava,Unemployment rate,2010,13.7,1
Both sexes,01 Araba/Álava,Employment rate,2010,54.93,4
Both sexes,01 Araba/Álava,Employment rate,2010,54.54,3
Both sexes,01 Araba/Álava,Employment rate,2010,54.94,2
Both sexes,01 Araba/Álava,Employment rate,2010,52.79,1
Both sexes,33 Asturias,Activity rate,2010,51.55,4
Both sexes,33 Asturias,Activity rate,2010,52.05,3
Both sexes,33 Asturias,Activity rate,2010,51.83,2
Both sexes,33 Asturias,Activity rate,2010,51.93,1
Both sexes,33 Asturias,Unemployment rate,2010,16.61,4
Both sexes,33 Asturias,Unemployment rate,2010,14.1,3
Both sexes,33 Asturias,Unemployment rate,2010,16.35,2
Both sexes,33 Asturias,Unemployment rate,2010,16.6,1
Both sexes,33 Asturias,Employment rate,2010,42.99,4
Both sexes,33 Asturias,Employment rate,2010,44.71,3
Both sexes,33 Asturias,Employment rate,2010,43.36,2
Both sexes,33 Asturias,Employment rate,2010,43.3,1
Both sexes,05 Ávila,Activity rate,2010,52.45,4
Both sexes,05 Ávila,Activity rate,2010,52.67,3
Both sexes,05 Ávila,Activity rate,2010,50.63,2
Both sexes,05 Ávila,Activity rate,2010,51.51,1
Both sexes,05 Ávila,Unemployment rate,2010,22.3,4
Both sexes,05 Ávila,Unemployment rate,2010,21.59,3
Both sexes,05 Ávila,Unemployment rate,2010,23.47,2
Both sexes,05 Ávila,Unemployment rate,2010,25.91,1
Both sexes,05 Ávila,Employment rate,2010,40.75,4
Both sexes,05 Ávila,Employment rate,2010,41.3,3
Both sexes,05 Ávila,Employment rate,2010,38.75,2
Both sexes,05 Ávila,Employment rate,2010,38.16,1
Both sexes,06 Badajoz,Activity rate,2010,56.83,4
Both sexes,06 Badajoz,Activity rate,2010,56.39,3
Both sexes,06 Badajoz,Activity rate,2010,56.52,2
Both sexes,06 Badajoz,Activity rate,2010,55.31,1
Both sexes,06 Badajoz,Unemployment rate,2010,26.1,4
Both sexes,06 Badajoz,Unemployment rate,2010,22.69,3
Both sexes,06 Badajoz,Unemployment rate,2010,23.19,2
Both sexes,06 Badajoz,Unemployment rate,2010,23.84,1
Both sexes,06 Badajoz,Employment rate,2010,42,4
Both sexes,06 Badajoz,Employment rate,2010,43.6,3
Both sexes,06 Badajoz,Employment rate,2010,43.41,2
Both sexes,06 Badajoz,Employment rate,2010,42.13,1
Both sexes,07 Balears. Illes,Activity rate,2010,64.6,4
Both sexes,07 Balears. Illes,Activity rate,2010,68.47,3
Both sexes,07 Balears. Illes,Activity rate,2010,68.22,2
Both sexes,07 Balears. Illes,Activity rate,2010,64.01,1
Both sexes,07 Balears. Illes,Unemployment rate,2010,21.78,4
Both sexes,07 Balears. Illes,Unemployment rate,2010,16.93,3
Both sexes,07 Balears. Illes,Unemployment rate,2010,19.79,2
Both sexes,07 Balears. Illes,Unemployment rate,2010,22.22,1
Both sexes,07 Balears. Illes,Employment rate,2010,50.53,4
Both sexes,07 Balears. Illes,Employment rate,2010,56.88,3
Both sexes,07 Balears. Illes,Employment rate,2010,54.71,2
Both sexes,07 Balears. Illes,Employment rate,2010,49.78,1
Both sexes,08 Barcelona,Activity rate,2010,64.08,4
Both sexes,08 Barcelona,Activity rate,2010,64.45,3
Both sexes,08 Barcelona,Activity rate,2010,64,2
Both sexes,08 Barcelona,Activity rate,2010,63.62,1
Both sexes,08 Barcelona,Unemployment rate,2010,17.76,4
Both sexes,08 Barcelona,Unemployment rate,2010,17.72,3
Both sexes,08 Barcelona,Unemployment rate,2010,17.62,2
Both sexes,08 Barcelona,Unemployment rate,2010,17.81,1
Both sexes,08 Barcelona,Employment rate,2010,52.69,4
Both sexes,08 Barcelona,Employment rate,2010,53.03,3
Both sexes,08 Barcelona,Employment rate,2010,52.72,2
Both sexes,08 Barcelona,Employment rate,2010,52.29,1
Both sexes,48 Bizkaia,Activity rate,2010,58,4
Both sexes,48 Bizkaia,Activity rate,2010,57.1,3
Both sexes,48 Bizkaia,Activity rate,2010,58.4,2
Both sexes,48 Bizkaia,Activity rate,2010,56.09,1
Both sexes,48 Bizkaia,Unemployment rate,2010,12.91,4
Both sexes,48 Bizkaia,Unemployment rate,2010,11.36,3
Both sexes,48 Bizkaia,Unemployment rate,2010,12.34,2
Both sexes,48 Bizkaia,Unemployment rate,2010,11.83,1
Both sexes,48 Bizkaia,Employment rate,2010,50.51,4
Both sexes,48 Bizkaia,Employment rate,2010,50.61,3
Both sexes,48 Bizkaia,Employment rate,2010,51.19,2
Both sexes,48 Bizkaia,Employment rate,2010,49.45,1
Both sexes,09 Burgos,Activity rate,2010,59.25,4
Both sexes,09 Burgos,Activity rate,2010,58.29,3
Both sexes,09 Burgos,Activity rate,2010,59.14,2
Both sexes,09 Burgos,Activity rate,2010,58.15,1
Both sexes,09 Burgos,Unemployment rate,2010,16.35,4
Both sexes,09 Burgos,Unemployment rate,2010,14.38,3
Both sexes,09 Burgos,Unemployment rate,2010,16.61,2
Both sexes,09 Burgos,Unemployment rate,2010,14.15,1
Both sexes,09 Burgos,Employment rate,2010,49.57,4
Both sexes,09 Burgos,Employment rate,2010,49.91,3
Both sexes,09 Burgos,Employment rate,2010,49.32,2
Both sexes,09 Burgos,Employment rate,2010,49.93,1
Both sexes,10 Cáceres,Activity rate,2010,51.02,4
Both sexes,10 Cáceres,Activity rate,2010,51.47,3
Both sexes,10 Cáceres,Activity rate,2010,52.63,2
Both sexes,10 Cáceres,Activity rate,2010,50.7,1
Both sexes,10 Cáceres,Unemployment rate,2010,19.99,4
Both sexes,10 Cáceres,Unemployment rate,2010,21.69,3
Both sexes,10 Cáceres,Unemployment rate,2010,21.01,2
Both sexes,10 Cáceres,Unemployment rate,2010,22.03,1
Both sexes,10 Cáceres,Employment rate,2010,40.82,4
Both sexes,10 Cáceres,Employment rate,2010,40.31,3
Both sexes,10 Cáceres,Employment rate,2010,41.57,2
Both sexes,10 Cáceres,Employment rate,2010,39.53,1
Both sexes,11 Cádiz,Activity rate,2010,56.88,4
Both sexes,11 Cádiz,Activity rate,2010,57.58,3
Both sexes,11 Cádiz,Activity rate,2010,57.33,2
Both sexes,11 Cádiz,Activity rate,2010,57.58,1
Both sexes,11 Cádiz,Unemployment rate,2010,31.26,4
Both sexes,11 Cádiz,Unemployment rate,2010,29.44,3
Both sexes,11 Cádiz,Unemployment rate,2010,29.67,2
Both sexes,11 Cádiz,Unemployment rate,2010,31.91,1
Both sexes,11 Cádiz,Employment rate,2010,39.1,4
Both sexes,11 Cádiz,Employment rate,2010,40.63,3
Both sexes,11 Cádiz,Employment rate,2010,40.32,2
Both sexes,11 Cádiz,Employment rate,2010,39.21,1
Both sexes,39 Cantabria,Activity rate,2010,55.84,4
Both sexes,39 Cantabria,Activity rate,2010,55.7,3
Both sexes,39 Cantabria,Activity rate,2010,56.9,2
Both sexes,39 Cantabria,Activity rate,2010,56.07,1
Both sexes,39 Cantabria,Unemployment rate,2010,14.67,4
Both sexes,39 Cantabria,Unemployment rate,2010,12.07,3
Both sexes,39 Cantabria,Unemployment rate,2010,13.73,2
Both sexes,39 Cantabria,Unemployment rate,2010,14.33,1
Both sexes,39 Cantabria,Employment rate,2010,47.65,4
Both sexes,39 Cantabria,Employment rate,2010,48.97,3
Both sexes,39 Cantabria,Employment rate,2010,49.09,2
Both sexes,39 Cantabria,Employment rate,2010,48.04,1
Both sexes,12 Castellón/Castelló,Activity rate,2010,61.29,4
Both sexes,12 Castellón/Castelló,Activity rate,2010,62.02,3
Both sexes,12 Castellón/Castelló,Activity rate,2010,61.27,2
Both sexes,12 Castellón/Castelló,Activity rate,2010,61.84,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2010,23.47,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2010,23.57,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2010,24.28,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2010,24.29,1
Both sexes,12 Castellón/Castelló,Employment rate,2010,46.91,4
Both sexes,12 Castellón/Castelló,Employment rate,2010,47.4,3
Both sexes,12 Castellón/Castelló,Employment rate,2010,46.39,2
Both sexes,12 Castellón/Castelló,Employment rate,2010,46.82,1
Both sexes,13 Ciudad Real,Activity rate,2010,55.74,4
Both sexes,13 Ciudad Real,Activity rate,2010,55.88,3
Both sexes,13 Ciudad Real,Activity rate,2010,57.13,2
Both sexes,13 Ciudad Real,Activity rate,2010,56.86,1
Both sexes,13 Ciudad Real,Unemployment rate,2010,22.07,4
Both sexes,13 Ciudad Real,Unemployment rate,2010,20.04,3
Both sexes,13 Ciudad Real,Unemployment rate,2010,23.38,2
Both sexes,13 Ciudad Real,Unemployment rate,2010,23.42,1
Both sexes,13 Ciudad Real,Employment rate,2010,43.43,4
Both sexes,13 Ciudad Real,Employment rate,2010,44.68,3
Both sexes,13 Ciudad Real,Employment rate,2010,43.77,2
Both sexes,13 Ciudad Real,Employment rate,2010,43.54,1
Both sexes,14 Córdoba,Activity rate,2010,58.46,4
Both sexes,14 Córdoba,Activity rate,2010,57.66,3
Both sexes,14 Córdoba,Activity rate,2010,58.25,2
Both sexes,14 Córdoba,Activity rate,2010,58.76,1
Both sexes,14 Córdoba,Unemployment rate,2010,28.7,4
Both sexes,14 Córdoba,Unemployment rate,2010,31.36,3
Both sexes,14 Córdoba,Unemployment rate,2010,28.83,2
Both sexes,14 Córdoba,Unemployment rate,2010,23.35,1
Both sexes,14 Córdoba,Employment rate,2010,41.68,4
Both sexes,14 Córdoba,Employment rate,2010,39.58,3
Both sexes,14 Córdoba,Employment rate,2010,41.46,2
Both sexes,14 Córdoba,Employment rate,2010,45.04,1
Both sexes,15 Coruña. A,Activity rate,2010,55.26,4
Both sexes,15 Coruña. A,Activity rate,2010,55.16,3
Both sexes,15 Coruña. A,Activity rate,2010,54.72,2
Both sexes,15 Coruña. A,Activity rate,2010,55.09,1
Both sexes,15 Coruña. A,Unemployment rate,2010,14.44,4
Both sexes,15 Coruña. A,Unemployment rate,2010,13.48,3
Both sexes,15 Coruña. A,Unemployment rate,2010,14.12,2
Both sexes,15 Coruña. A,Unemployment rate,2010,13.88,1
Both sexes,15 Coruña. A,Employment rate,2010,47.28,4
Both sexes,15 Coruña. A,Employment rate,2010,47.72,3
Both sexes,15 Coruña. A,Employment rate,2010,47,2
Both sexes,15 Coruña. A,Employment rate,2010,47.45,1
Both sexes,16 Cuenca,Activity rate,2010,55.55,4
Both sexes,16 Cuenca,Activity rate,2010,53.89,3
Both sexes,16 Cuenca,Activity rate,2010,51.55,2
Both sexes,16 Cuenca,Activity rate,2010,51.93,1
Both sexes,16 Cuenca,Unemployment rate,2010,19.98,4
Both sexes,16 Cuenca,Unemployment rate,2010,19.16,3
Both sexes,16 Cuenca,Unemployment rate,2010,18.61,2
Both sexes,16 Cuenca,Unemployment rate,2010,19.66,1
Both sexes,16 Cuenca,Employment rate,2010,44.45,4
Both sexes,16 Cuenca,Employment rate,2010,43.56,3
Both sexes,16 Cuenca,Employment rate,2010,41.95,2
Both sexes,16 Cuenca,Employment rate,2010,41.72,1
Both sexes,20 Gipuzkoa,Activity rate,2010,57.64,4
Both sexes,20 Gipuzkoa,Activity rate,2010,58.46,3
Both sexes,20 Gipuzkoa,Activity rate,2010,57.76,2
Both sexes,20 Gipuzkoa,Activity rate,2010,58.73,1
Both sexes,20 Gipuzkoa,Unemployment rate,2010,7.67,4
Both sexes,20 Gipuzkoa,Unemployment rate,2010,8.22,3
Both sexes,20 Gipuzkoa,Unemployment rate,2010,7.52,2
Both sexes,20 Gipuzkoa,Unemployment rate,2010,8.71,1
Both sexes,20 Gipuzkoa,Employment rate,2010,53.22,4
Both sexes,20 Gipuzkoa,Employment rate,2010,53.65,3
Both sexes,20 Gipuzkoa,Employment rate,2010,53.42,2
Both sexes,20 Gipuzkoa,Employment rate,2010,53.62,1
Both sexes,17 Girona,Activity rate,2010,65.28,4
Both sexes,17 Girona,Activity rate,2010,66.43,3
Both sexes,17 Girona,Activity rate,2010,65.94,2
Both sexes,17 Girona,Activity rate,2010,64.76,1
Both sexes,17 Girona,Unemployment rate,2010,18.45,4
Both sexes,17 Girona,Unemployment rate,2010,15.04,3
Both sexes,17 Girona,Unemployment rate,2010,17.74,2
Both sexes,17 Girona,Unemployment rate,2010,20.2,1
Both sexes,17 Girona,Employment rate,2010,53.23,4
Both sexes,17 Girona,Employment rate,2010,56.44,3
Both sexes,17 Girona,Employment rate,2010,54.24,2
Both sexes,17 Girona,Employment rate,2010,51.68,1
Both sexes,18 Granada,Activity rate,2010,56.76,4
Both sexes,18 Granada,Activity rate,2010,56.45,3
Both sexes,18 Granada,Activity rate,2010,56.81,2
Both sexes,18 Granada,Activity rate,2010,57.02,1
Both sexes,18 Granada,Unemployment rate,2010,28.88,4
Both sexes,18 Granada,Unemployment rate,2010,30.51,3
Both sexes,18 Granada,Unemployment rate,2010,28.89,2
Both sexes,18 Granada,Unemployment rate,2010,26.66,1
Both sexes,18 Granada,Employment rate,2010,40.37,4
Both sexes,18 Granada,Employment rate,2010,39.23,3
Both sexes,18 Granada,Employment rate,2010,40.4,2
Both sexes,18 Granada,Employment rate,2010,41.82,1
Both sexes,19 Guadalajara,Activity rate,2010,62.43,4
Both sexes,19 Guadalajara,Activity rate,2010,63.94,3
Both sexes,19 Guadalajara,Activity rate,2010,62.92,2
Both sexes,19 Guadalajara,Activity rate,2010,62.96,1
Both sexes,19 Guadalajara,Unemployment rate,2010,19.53,4
Both sexes,19 Guadalajara,Unemployment rate,2010,16.1,3
Both sexes,19 Guadalajara,Unemployment rate,2010,15.16,2
Both sexes,19 Guadalajara,Unemployment rate,2010,18.02,1
Both sexes,19 Guadalajara,Employment rate,2010,50.24,4
Both sexes,19 Guadalajara,Employment rate,2010,53.65,3
Both sexes,19 Guadalajara,Employment rate,2010,53.38,2
Both sexes,19 Guadalajara,Employment rate,2010,51.62,1
Both sexes,21 Huelva,Activity rate,2010,59.05,4
Both sexes,21 Huelva,Activity rate,2010,58.11,3
Both sexes,21 Huelva,Activity rate,2010,59.47,2
Both sexes,21 Huelva,Activity rate,2010,58.46,1
Both sexes,21 Huelva,Unemployment rate,2010,30.05,4
Both sexes,21 Huelva,Unemployment rate,2010,29.15,3
Both sexes,21 Huelva,Unemployment rate,2010,23.62,2
Both sexes,21 Huelva,Unemployment rate,2010,26.4,1
Both sexes,21 Huelva,Employment rate,2010,41.3,4
Both sexes,21 Huelva,Employment rate,2010,41.17,3
Both sexes,21 Huelva,Employment rate,2010,45.43,2
Both sexes,21 Huelva,Employment rate,2010,43.02,1
Both sexes,22 Huesca,Activity rate,2010,57.82,4
Both sexes,22 Huesca,Activity rate,2010,58,3
Both sexes,22 Huesca,Activity rate,2010,58.07,2
Both sexes,22 Huesca,Activity rate,2010,59.34,1
Both sexes,22 Huesca,Unemployment rate,2010,12.65,4
Both sexes,22 Huesca,Unemployment rate,2010,11.17,3
Both sexes,22 Huesca,Unemployment rate,2010,14.16,2
Both sexes,22 Huesca,Unemployment rate,2010,13.87,1
Both sexes,22 Huesca,Employment rate,2010,50.5,4
Both sexes,22 Huesca,Employment rate,2010,51.52,3
Both sexes,22 Huesca,Employment rate,2010,49.85,2
Both sexes,22 Huesca,Employment rate,2010,51.11,1
Both sexes,23 Jaén,Activity rate,2010,55.04,4
Both sexes,23 Jaén,Activity rate,2010,53.26,3
Both sexes,23 Jaén,Activity rate,2010,53.51,2
Both sexes,23 Jaén,Activity rate,2010,54.73,1
Both sexes,23 Jaén,Unemployment rate,2010,25.84,4
Both sexes,23 Jaén,Unemployment rate,2010,27.03,3
Both sexes,23 Jaén,Unemployment rate,2010,27.32,2
Both sexes,23 Jaén,Unemployment rate,2010,20.01,1
Both sexes,23 Jaén,Employment rate,2010,40.82,4
Both sexes,23 Jaén,Employment rate,2010,38.87,3
Both sexes,23 Jaén,Employment rate,2010,38.89,2
Both sexes,23 Jaén,Employment rate,2010,43.77,1
Both sexes,24 León,Activity rate,2010,50.64,4
Both sexes,24 León,Activity rate,2010,52.07,3
Both sexes,24 León,Activity rate,2010,51.92,2
Both sexes,24 León,Activity rate,2010,51.07,1
Both sexes,24 León,Unemployment rate,2010,16.34,4
Both sexes,24 León,Unemployment rate,2010,15.22,3
Both sexes,24 León,Unemployment rate,2010,15.75,2
Both sexes,24 León,Unemployment rate,2010,17.28,1
Both sexes,24 León,Employment rate,2010,42.36,4
Both sexes,24 León,Employment rate,2010,44.15,3
Both sexes,24 León,Employment rate,2010,43.74,2
Both sexes,24 León,Employment rate,2010,42.24,1
Both sexes,25 Lleida,Activity rate,2010,59.38,4
Both sexes,25 Lleida,Activity rate,2010,59.47,3
Both sexes,25 Lleida,Activity rate,2010,61.41,2
Both sexes,25 Lleida,Activity rate,2010,61.24,1
Both sexes,25 Lleida,Unemployment rate,2010,14.54,4
Both sexes,25 Lleida,Unemployment rate,2010,14.21,3
Both sexes,25 Lleida,Unemployment rate,2010,15.24,2
Both sexes,25 Lleida,Unemployment rate,2010,14.55,1
Both sexes,25 Lleida,Employment rate,2010,50.75,4
Both sexes,25 Lleida,Employment rate,2010,51.02,3
Both sexes,25 Lleida,Employment rate,2010,52.04,2
Both sexes,25 Lleida,Employment rate,2010,52.33,1
Both sexes,27 Lugo,Activity rate,2010,51.82,4
Both sexes,27 Lugo,Activity rate,2010,52.88,3
Both sexes,27 Lugo,Activity rate,2010,51.93,2
Both sexes,27 Lugo,Activity rate,2010,50.34,1
Both sexes,27 Lugo,Unemployment rate,2010,10.26,4
Both sexes,27 Lugo,Unemployment rate,2010,10.18,3
Both sexes,27 Lugo,Unemployment rate,2010,11.39,2
Both sexes,27 Lugo,Unemployment rate,2010,11.3,1
Both sexes,27 Lugo,Employment rate,2010,46.5,4
Both sexes,27 Lugo,Employment rate,2010,47.49,3
Both sexes,27 Lugo,Employment rate,2010,46.01,2
Both sexes,27 Lugo,Employment rate,2010,44.65,1
Both sexes,28 Madrid,Activity rate,2010,66.33,4
Both sexes,28 Madrid,Activity rate,2010,65.86,3
Both sexes,28 Madrid,Activity rate,2010,66.22,2
Both sexes,28 Madrid,Activity rate,2010,65.9,1
Both sexes,28 Madrid,Unemployment rate,2010,15.54,4
Both sexes,28 Madrid,Unemployment rate,2010,15.76,3
Both sexes,28 Madrid,Unemployment rate,2010,16.18,2
Both sexes,28 Madrid,Unemployment rate,2010,15.89,1
Both sexes,28 Madrid,Employment rate,2010,56.02,4
Both sexes,28 Madrid,Employment rate,2010,55.48,3
Both sexes,28 Madrid,Employment rate,2010,55.51,2
Both sexes,28 Madrid,Employment rate,2010,55.43,1
Both sexes,29 Málaga,Activity rate,2010,58.85,4
Both sexes,29 Málaga,Activity rate,2010,59.81,3
Both sexes,29 Málaga,Activity rate,2010,59.79,2
Both sexes,29 Málaga,Activity rate,2010,59.58,1
Both sexes,29 Málaga,Unemployment rate,2010,30.12,4
Both sexes,29 Málaga,Unemployment rate,2010,27.8,3
Both sexes,29 Málaga,Unemployment rate,2010,28.84,2
Both sexes,29 Málaga,Unemployment rate,2010,29.73,1
Both sexes,29 Málaga,Employment rate,2010,41.12,4
Both sexes,29 Málaga,Employment rate,2010,43.19,3
Both sexes,29 Málaga,Employment rate,2010,42.54,2
Both sexes,29 Málaga,Employment rate,2010,41.86,1
Both sexes,30 Murcia,Activity rate,2010,62.52,4
Both sexes,30 Murcia,Activity rate,2010,62.08,3
Both sexes,30 Murcia,Activity rate,2010,61.54,2
Both sexes,30 Murcia,Activity rate,2010,61.62,1
Both sexes,30 Murcia,Unemployment rate,2010,24.45,4
Both sexes,30 Murcia,Unemployment rate,2010,23.44,3
Both sexes,30 Murcia,Unemployment rate,2010,20.86,2
Both sexes,30 Murcia,Unemployment rate,2010,22.7,1
Both sexes,30 Murcia,Employment rate,2010,47.24,4
Both sexes,30 Murcia,Employment rate,2010,47.53,3
Both sexes,30 Murcia,Employment rate,2010,48.7,2
Both sexes,30 Murcia,Employment rate,2010,47.63,1
Both sexes,31 Navarra,Activity rate,2010,60.46,4
Both sexes,31 Navarra,Activity rate,2010,60.83,3
Both sexes,31 Navarra,Activity rate,2010,61.34,2
Both sexes,31 Navarra,Activity rate,2010,60.27,1
Both sexes,31 Navarra,Unemployment rate,2010,11.77,4
Both sexes,31 Navarra,Unemployment rate,2010,12.51,3
Both sexes,31 Navarra,Unemployment rate,2010,11.02,2
Both sexes,31 Navarra,Unemployment rate,2010,12.31,1
Both sexes,31 Navarra,Employment rate,2010,53.34,4
Both sexes,31 Navarra,Employment rate,2010,53.23,3
Both sexes,31 Navarra,Employment rate,2010,54.58,2
Both sexes,31 Navarra,Employment rate,2010,52.85,1
Both sexes,32 Ourense,Activity rate,2010,49.03,4
Both sexes,32 Ourense,Activity rate,2010,48.57,3
Both sexes,32 Ourense,Activity rate,2010,48.45,2
Both sexes,32 Ourense,Activity rate,2010,49.33,1
Both sexes,32 Ourense,Unemployment rate,2010,16.95,4
Both sexes,32 Ourense,Unemployment rate,2010,15.59,3
Both sexes,32 Ourense,Unemployment rate,2010,16.59,2
Both sexes,32 Ourense,Unemployment rate,2010,16.58,1
Both sexes,32 Ourense,Employment rate,2010,40.72,4
Both sexes,32 Ourense,Employment rate,2010,41,3
Both sexes,32 Ourense,Employment rate,2010,40.42,2
Both sexes,32 Ourense,Employment rate,2010,41.15,1
Both sexes,34 Palencia,Activity rate,2010,55.96,4
Both sexes,34 Palencia,Activity rate,2010,56.7,3
Both sexes,34 Palencia,Activity rate,2010,54.69,2
Both sexes,34 Palencia,Activity rate,2010,54.33,1
Both sexes,34 Palencia,Unemployment rate,2010,16.7,4
Both sexes,34 Palencia,Unemployment rate,2010,14.22,3
Both sexes,34 Palencia,Unemployment rate,2010,15.55,2
Both sexes,34 Palencia,Unemployment rate,2010,14.19,1
Both sexes,34 Palencia,Employment rate,2010,46.61,4
Both sexes,34 Palencia,Employment rate,2010,48.64,3
Both sexes,34 Palencia,Employment rate,2010,46.19,2
Both sexes,34 Palencia,Employment rate,2010,46.62,1
Both sexes,35 Palmas. Las,Activity rate,2010,61.96,4
Both sexes,35 Palmas. Las,Activity rate,2010,61.97,3
Both sexes,35 Palmas. Las,Activity rate,2010,63.15,2
Both sexes,35 Palmas. Las,Activity rate,2010,63.87,1
Both sexes,35 Palmas. Las,Unemployment rate,2010,31.36,4
Both sexes,35 Palmas. Las,Unemployment rate,2010,30.32,3
Both sexes,35 Palmas. Las,Unemployment rate,2010,31.93,2
Both sexes,35 Palmas. Las,Unemployment rate,2010,28.91,1
Both sexes,35 Palmas. Las,Employment rate,2010,42.53,4
Both sexes,35 Palmas. Las,Employment rate,2010,43.18,3
Both sexes,35 Palmas. Las,Employment rate,2010,42.99,2
Both sexes,35 Palmas. Las,Employment rate,2010,45.41,1
Both sexes,36 Pontevedra,Activity rate,2010,55.13,4
Both sexes,36 Pontevedra,Activity rate,2010,57.15,3
Both sexes,36 Pontevedra,Activity rate,2010,55.92,2
Both sexes,36 Pontevedra,Activity rate,2010,55.81,1
Both sexes,36 Pontevedra,Unemployment rate,2010,18.55,4
Both sexes,36 Pontevedra,Unemployment rate,2010,17.75,3
Both sexes,36 Pontevedra,Unemployment rate,2010,18.23,2
Both sexes,36 Pontevedra,Unemployment rate,2010,18.25,1
Both sexes,36 Pontevedra,Employment rate,2010,44.9,4
Both sexes,36 Pontevedra,Employment rate,2010,47.01,3
Both sexes,36 Pontevedra,Employment rate,2010,45.72,2
Both sexes,36 Pontevedra,Employment rate,2010,45.63,1
Both sexes,26 Rioja. La,Activity rate,2010,59.64,4
Both sexes,26 Rioja. La,Activity rate,2010,60.78,3
Both sexes,26 Rioja. La,Activity rate,2010,59.64,2
Both sexes,26 Rioja. La,Activity rate,2010,59.55,1
Both sexes,26 Rioja. La,Unemployment rate,2010,15.58,4
Both sexes,26 Rioja. La,Unemployment rate,2010,13.97,3
Both sexes,26 Rioja. La,Unemployment rate,2010,12.17,2
Both sexes,26 Rioja. La,Unemployment rate,2010,14.86,1
Both sexes,26 Rioja. La,Employment rate,2010,50.34,4
Both sexes,26 Rioja. La,Employment rate,2010,52.29,3
Both sexes,26 Rioja. La,Employment rate,2010,52.38,2
Both sexes,26 Rioja. La,Employment rate,2010,50.7,1
Both sexes,37 Salamanca,Activity rate,2010,52.47,4
Both sexes,37 Salamanca,Activity rate,2010,53.14,3
Both sexes,37 Salamanca,Activity rate,2010,54.63,2
Both sexes,37 Salamanca,Activity rate,2010,51.98,1
Both sexes,37 Salamanca,Unemployment rate,2010,15.75,4
