sex,provinces,rates,year,total,quarter
Both sexes,48 Bizkaia,Unemployment rate,2015,16.99,2
Both sexes,48 Bizkaia,Unemployment rate,2015,17.31,1
Both sexes,48 Bizkaia,Employment rate,2015,47.79,4
Both sexes,48 Bizkaia,Employment rate,2015,46.99,3
Both sexes,48 Bizkaia,Employment rate,2015,46.4,2
Both sexes,48 Bizkaia,Employment rate,2015,47.24,1
Both sexes,09 Burgos,Activity rate,2015,58.56,4
Both sexes,09 Burgos,Activity rate,2015,57.31,3
Both sexes,09 Burgos,Activity rate,2015,58.12,2
Both sexes,09 Burgos,Activity rate,2015,58.24,1
Both sexes,09 Burgos,Unemployment rate,2015,17.72,4
Both sexes,09 Burgos,Unemployment rate,2015,16.12,3
Both sexes,09 Burgos,Unemployment rate,2015,18.74,2
Both sexes,09 Burgos,Unemployment rate,2015,18.96,1
Both sexes,09 Burgos,Employment rate,2015,48.19,4
Both sexes,09 Burgos,Employment rate,2015,48.07,3
Both sexes,09 Burgos,Employment rate,2015,47.23,2
Both sexes,09 Burgos,Employment rate,2015,47.2,1
Both sexes,10 Cáceres,Activity rate,2015,53.46,4
Both sexes,10 Cáceres,Activity rate,2015,54.83,3
Both sexes,10 Cáceres,Activity rate,2015,55.42,2
Both sexes,10 Cáceres,Activity rate,2015,54.85,1
Both sexes,10 Cáceres,Unemployment rate,2015,24.68,4
Both sexes,10 Cáceres,Unemployment rate,2015,26.61,3
Both sexes,10 Cáceres,Unemployment rate,2015,27.44,2
Both sexes,10 Cáceres,Unemployment rate,2015,29.73,1
Both sexes,10 Cáceres,Employment rate,2015,40.27,4
Both sexes,10 Cáceres,Employment rate,2015,40.24,3
Both sexes,10 Cáceres,Employment rate,2015,40.21,2
Both sexes,10 Cáceres,Employment rate,2015,38.54,1
Both sexes,11 Cádiz,Activity rate,2015,57.29,4
Both sexes,11 Cádiz,Activity rate,2015,58.22,3
Both sexes,11 Cádiz,Activity rate,2015,57.24,2
Both sexes,11 Cádiz,Activity rate,2015,57.55,1
Both sexes,11 Cádiz,Unemployment rate,2015,36.73,4
Both sexes,11 Cádiz,Unemployment rate,2015,37.18,3
Both sexes,11 Cádiz,Unemployment rate,2015,37.32,2
Both sexes,11 Cádiz,Unemployment rate,2015,42.05,1
Both sexes,11 Cádiz,Employment rate,2015,36.25,4
Both sexes,11 Cádiz,Employment rate,2015,36.57,3
Both sexes,11 Cádiz,Employment rate,2015,35.88,2
Both sexes,11 Cádiz,Employment rate,2015,33.35,1
Both sexes,39 Cantabria,Activity rate,2015,55.77,4
Both sexes,39 Cantabria,Activity rate,2015,56.49,3
Both sexes,39 Cantabria,Activity rate,2015,55.89,2
Both sexes,39 Cantabria,Activity rate,2015,56.19,1
Both sexes,39 Cantabria,Unemployment rate,2015,17.71,4
Both sexes,39 Cantabria,Unemployment rate,2015,16.19,3
Both sexes,39 Cantabria,Unemployment rate,2015,18.15,2
Both sexes,39 Cantabria,Unemployment rate,2015,18.54,1
Both sexes,39 Cantabria,Employment rate,2015,45.89,4
Both sexes,39 Cantabria,Employment rate,2015,47.35,3
Both sexes,39 Cantabria,Employment rate,2015,45.75,2
Both sexes,39 Cantabria,Employment rate,2015,45.77,1
Both sexes,12 Castellón/Castelló,Activity rate,2015,58.1,4
Both sexes,12 Castellón/Castelló,Activity rate,2015,58.75,3
Both sexes,12 Castellón/Castelló,Activity rate,2015,59.91,2
Both sexes,12 Castellón/Castelló,Activity rate,2015,60.03,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2015,19.53,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2015,20.94,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2015,23.85,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2015,25.69,1
Both sexes,12 Castellón/Castelló,Employment rate,2015,46.76,4
Both sexes,12 Castellón/Castelló,Employment rate,2015,46.44,3
Both sexes,12 Castellón/Castelló,Employment rate,2015,45.62,2
Both sexes,12 Castellón/Castelló,Employment rate,2015,44.61,1
Both sexes,13 Ciudad Real,Activity rate,2015,55.02,4
Both sexes,13 Ciudad Real,Activity rate,2015,55.54,3
Both sexes,13 Ciudad Real,Activity rate,2015,55.22,2
Both sexes,13 Ciudad Real,Activity rate,2015,55.01,1
Both sexes,13 Ciudad Real,Unemployment rate,2015,28.95,4
Both sexes,13 Ciudad Real,Unemployment rate,2015,29.98,3
Both sexes,13 Ciudad Real,Unemployment rate,2015,32.25,2
Both sexes,13 Ciudad Real,Unemployment rate,2015,33.98,1
Both sexes,13 Ciudad Real,Employment rate,2015,39.1,4
Both sexes,13 Ciudad Real,Employment rate,2015,38.89,3
Both sexes,13 Ciudad Real,Employment rate,2015,37.41,2
Both sexes,13 Ciudad Real,Employment rate,2015,36.31,1
Both sexes,14 Córdoba,Activity rate,2015,57.05,4
Both sexes,14 Córdoba,Activity rate,2015,56.57,3
Both sexes,14 Córdoba,Activity rate,2015,57.18,2
Both sexes,14 Córdoba,Activity rate,2015,56.56,1
Both sexes,14 Córdoba,Unemployment rate,2015,29.7,4
Both sexes,14 Córdoba,Unemployment rate,2015,30.99,3
Both sexes,14 Córdoba,Unemployment rate,2015,29.15,2
Both sexes,14 Córdoba,Unemployment rate,2015,30.11,1
Both sexes,14 Córdoba,Employment rate,2015,40.11,4
Both sexes,14 Córdoba,Employment rate,2015,39.04,3
Both sexes,14 Córdoba,Employment rate,2015,40.51,2
Both sexes,14 Córdoba,Employment rate,2015,39.53,1
Both sexes,15 Coruña. A,Activity rate,2015,54.46,4
Both sexes,15 Coruña. A,Activity rate,2015,54.72,3
Both sexes,15 Coruña. A,Activity rate,2015,54.74,2
Both sexes,15 Coruña. A,Activity rate,2015,54.99,1
Both sexes,15 Coruña. A,Unemployment rate,2015,15.81,4
Both sexes,15 Coruña. A,Unemployment rate,2015,16.07,3
Both sexes,15 Coruña. A,Unemployment rate,2015,17.98,2
Both sexes,15 Coruña. A,Unemployment rate,2015,19.77,1
Both sexes,15 Coruña. A,Employment rate,2015,45.85,4
Both sexes,15 Coruña. A,Employment rate,2015,45.93,3
Both sexes,15 Coruña. A,Employment rate,2015,44.89,2
Both sexes,15 Coruña. A,Employment rate,2015,44.12,1
Both sexes,16 Cuenca,Activity rate,2015,53.89,4
Both sexes,16 Cuenca,Activity rate,2015,52.75,3
Both sexes,16 Cuenca,Activity rate,2015,53.22,2
Both sexes,16 Cuenca,Activity rate,2015,53.62,1
Both sexes,16 Cuenca,Unemployment rate,2015,18.78,4
Both sexes,16 Cuenca,Unemployment rate,2015,22.04,3
Both sexes,16 Cuenca,Unemployment rate,2015,23.82,2
Both sexes,16 Cuenca,Unemployment rate,2015,25.82,1
Both sexes,16 Cuenca,Employment rate,2015,43.77,4
Both sexes,16 Cuenca,Employment rate,2015,41.12,3
Both sexes,16 Cuenca,Employment rate,2015,40.54,2
Both sexes,16 Cuenca,Employment rate,2015,39.78,1
Both sexes,20 Gipuzkoa,Activity rate,2015,56.6,4
Both sexes,20 Gipuzkoa,Activity rate,2015,56.58,3
Both sexes,20 Gipuzkoa,Activity rate,2015,56.65,2
Both sexes,20 Gipuzkoa,Activity rate,2015,56.16,1
Both sexes,20 Gipuzkoa,Unemployment rate,2015,10.16,4
Both sexes,20 Gipuzkoa,Unemployment rate,2015,12.22,3
Both sexes,20 Gipuzkoa,Unemployment rate,2015,14.56,2
Both sexes,20 Gipuzkoa,Unemployment rate,2015,13.74,1
Both sexes,20 Gipuzkoa,Employment rate,2015,50.85,4
Both sexes,20 Gipuzkoa,Employment rate,2015,49.67,3
Both sexes,20 Gipuzkoa,Employment rate,2015,48.4,2
Both sexes,20 Gipuzkoa,Employment rate,2015,48.45,1
Both sexes,17 Girona,Activity rate,2015,62.38,4
Both sexes,17 Girona,Activity rate,2015,63.5,3
Both sexes,17 Girona,Activity rate,2015,63.61,2
Both sexes,17 Girona,Activity rate,2015,64.24,1
Both sexes,17 Girona,Unemployment rate,2015,19.73,4
Both sexes,17 Girona,Unemployment rate,2015,18.05,3
Both sexes,17 Girona,Unemployment rate,2015,19.21,2
Both sexes,17 Girona,Unemployment rate,2015,21.9,1
Both sexes,17 Girona,Employment rate,2015,50.07,4
Both sexes,17 Girona,Employment rate,2015,52.04,3
Both sexes,17 Girona,Employment rate,2015,51.39,2
Both sexes,17 Girona,Employment rate,2015,50.17,1
Both sexes,18 Granada,Activity rate,2015,58.22,4
Both sexes,18 Granada,Activity rate,2015,58.01,3
Both sexes,18 Granada,Activity rate,2015,58.56,2
Both sexes,18 Granada,Activity rate,2015,58.97,1
Both sexes,18 Granada,Unemployment rate,2015,28.82,4
Both sexes,18 Granada,Unemployment rate,2015,29.73,3
Both sexes,18 Granada,Unemployment rate,2015,31.12,2
Both sexes,18 Granada,Unemployment rate,2015,34.1,1
Both sexes,18 Granada,Employment rate,2015,41.44,4
Both sexes,18 Granada,Employment rate,2015,40.76,3
Both sexes,18 Granada,Employment rate,2015,40.33,2
Both sexes,18 Granada,Employment rate,2015,38.86,1
Both sexes,19 Guadalajara,Activity rate,2015,66.65,4
Both sexes,19 Guadalajara,Activity rate,2015,66.68,3
Both sexes,19 Guadalajara,Activity rate,2015,64.93,2
Both sexes,19 Guadalajara,Activity rate,2015,66.18,1
Both sexes,19 Guadalajara,Unemployment rate,2015,19.29,4
Both sexes,19 Guadalajara,Unemployment rate,2015,19.09,3
Both sexes,19 Guadalajara,Unemployment rate,2015,18.6,2
Both sexes,19 Guadalajara,Unemployment rate,2015,20.2,1
Both sexes,19 Guadalajara,Employment rate,2015,53.79,4
Both sexes,19 Guadalajara,Employment rate,2015,53.95,3
Both sexes,19 Guadalajara,Employment rate,2015,52.85,2
Both sexes,19 Guadalajara,Employment rate,2015,52.81,1
Both sexes,21 Huelva,Activity rate,2015,57.46,4
Both sexes,21 Huelva,Activity rate,2015,56.75,3
Both sexes,21 Huelva,Activity rate,2015,59.79,2
Both sexes,21 Huelva,Activity rate,2015,56.3,1
Both sexes,21 Huelva,Unemployment rate,2015,32.65,4
Both sexes,21 Huelva,Unemployment rate,2015,30.86,3
Both sexes,21 Huelva,Unemployment rate,2015,26.85,2
Both sexes,21 Huelva,Unemployment rate,2015,28.69,1
Both sexes,21 Huelva,Employment rate,2015,38.7,4
Both sexes,21 Huelva,Employment rate,2015,39.24,3
Both sexes,21 Huelva,Employment rate,2015,43.74,2
Both sexes,21 Huelva,Employment rate,2015,40.15,1
Both sexes,22 Huesca,Activity rate,2015,57.92,4
Both sexes,22 Huesca,Activity rate,2015,59.3,3
Both sexes,22 Huesca,Activity rate,2015,59.86,2
Both sexes,22 Huesca,Activity rate,2015,58.08,1
Both sexes,22 Huesca,Unemployment rate,2015,12.38,4
Both sexes,22 Huesca,Unemployment rate,2015,13.79,3
Both sexes,22 Huesca,Unemployment rate,2015,15.83,2
Both sexes,22 Huesca,Unemployment rate,2015,15.89,1
Both sexes,22 Huesca,Employment rate,2015,50.75,4
Both sexes,22 Huesca,Employment rate,2015,51.12,3
Both sexes,22 Huesca,Employment rate,2015,50.39,2
Both sexes,22 Huesca,Employment rate,2015,48.85,1
Both sexes,23 Jaén,Activity rate,2015,56.01,4
Both sexes,23 Jaén,Activity rate,2015,54.78,3
Both sexes,23 Jaén,Activity rate,2015,55.02,2
Both sexes,23 Jaén,Activity rate,2015,54.92,1
Both sexes,23 Jaén,Unemployment rate,2015,30.84,4
Both sexes,23 Jaén,Unemployment rate,2015,35.38,3
Both sexes,23 Jaén,Unemployment rate,2015,34.56,2
Both sexes,23 Jaén,Unemployment rate,2015,35.47,1
Both sexes,23 Jaén,Employment rate,2015,38.73,4
Both sexes,23 Jaén,Employment rate,2015,35.4,3
Both sexes,23 Jaén,Employment rate,2015,36,2
Both sexes,23 Jaén,Employment rate,2015,35.44,1
Both sexes,24 León,Activity rate,2015,49.43,4
Both sexes,24 León,Activity rate,2015,50.27,3
Both sexes,24 León,Activity rate,2015,50.22,2
Both sexes,24 León,Activity rate,2015,50.26,1
Both sexes,24 León,Unemployment rate,2015,20.31,4
Both sexes,24 León,Unemployment rate,2015,19.93,3
Both sexes,24 León,Unemployment rate,2015,20.75,2
Both sexes,24 León,Unemployment rate,2015,24,1
Both sexes,24 León,Employment rate,2015,39.39,4
Both sexes,24 León,Employment rate,2015,40.25,3
Both sexes,24 León,Employment rate,2015,39.8,2
Both sexes,24 León,Employment rate,2015,38.2,1
Both sexes,25 Lleida,Activity rate,2015,63.23,4
Both sexes,25 Lleida,Activity rate,2015,63.9,3
Both sexes,25 Lleida,Activity rate,2015,62.53,2
Both sexes,25 Lleida,Activity rate,2015,62.01,1
Both sexes,25 Lleida,Unemployment rate,2015,14.26,4
Both sexes,25 Lleida,Unemployment rate,2015,14.04,3
Both sexes,25 Lleida,Unemployment rate,2015,14.94,2
Both sexes,25 Lleida,Unemployment rate,2015,16.91,1
Both sexes,25 Lleida,Employment rate,2015,54.21,4
Both sexes,25 Lleida,Employment rate,2015,54.93,3
Both sexes,25 Lleida,Employment rate,2015,53.19,2
Both sexes,25 Lleida,Employment rate,2015,51.52,1
Both sexes,27 Lugo,Activity rate,2015,53.31,4
Both sexes,27 Lugo,Activity rate,2015,52.17,3
Both sexes,27 Lugo,Activity rate,2015,51.3,2
Both sexes,27 Lugo,Activity rate,2015,50.86,1
Both sexes,27 Lugo,Unemployment rate,2015,15.85,4
Both sexes,27 Lugo,Unemployment rate,2015,14.73,3
Both sexes,27 Lugo,Unemployment rate,2015,16.45,2
Both sexes,27 Lugo,Unemployment rate,2015,16.8,1
Both sexes,27 Lugo,Employment rate,2015,44.86,4
Both sexes,27 Lugo,Employment rate,2015,44.49,3
Both sexes,27 Lugo,Employment rate,2015,42.87,2
Both sexes,27 Lugo,Employment rate,2015,42.31,1
Both sexes,28 Madrid,Activity rate,2015,64.75,4
Both sexes,28 Madrid,Activity rate,2015,63.93,3
Both sexes,28 Madrid,Activity rate,2015,65.06,2
Both sexes,28 Madrid,Activity rate,2015,64.56,1
Both sexes,28 Madrid,Unemployment rate,2015,16.51,4
Both sexes,28 Madrid,Unemployment rate,2015,16.27,3
Both sexes,28 Madrid,Unemployment rate,2015,17.66,2
Both sexes,28 Madrid,Unemployment rate,2015,17.79,1
Both sexes,28 Madrid,Employment rate,2015,54.06,4
Both sexes,28 Madrid,Employment rate,2015,53.53,3
Both sexes,28 Madrid,Employment rate,2015,53.56,2
Both sexes,28 Madrid,Employment rate,2015,53.08,1
Both sexes,29 Málaga,Activity rate,2015,58.91,4
Both sexes,29 Málaga,Activity rate,2015,60.34,3
Both sexes,29 Málaga,Activity rate,2015,60.96,2
Both sexes,29 Málaga,Activity rate,2015,60.34,1
Both sexes,29 Málaga,Unemployment rate,2015,26.98,4
Both sexes,29 Málaga,Unemployment rate,2015,28.97,3
Both sexes,29 Málaga,Unemployment rate,2015,29.95,2
Both sexes,29 Málaga,Unemployment rate,2015,32.37,1
Both sexes,29 Málaga,Employment rate,2015,43.02,4
Both sexes,29 Málaga,Employment rate,2015,42.86,3
Both sexes,29 Málaga,Employment rate,2015,42.7,2
Both sexes,29 Málaga,Employment rate,2015,40.8,1
Both sexes,30 Murcia,Activity rate,2015,59.31,4
Both sexes,30 Murcia,Activity rate,2015,59.18,3
Both sexes,30 Murcia,Activity rate,2015,60.1,2
Both sexes,30 Murcia,Activity rate,2015,59.2,1
Both sexes,30 Murcia,Unemployment rate,2015,23.51,4
Both sexes,30 Murcia,Unemployment rate,2015,23.49,3
Both sexes,30 Murcia,Unemployment rate,2015,24.77,2
Both sexes,30 Murcia,Unemployment rate,2015,26.69,1
Both sexes,30 Murcia,Employment rate,2015,45.36,4
Both sexes,30 Murcia,Employment rate,2015,45.28,3
Both sexes,30 Murcia,Employment rate,2015,45.22,2
Both sexes,30 Murcia,Employment rate,2015,43.4,1
Both sexes,31 Navarra,Activity rate,2015,58.67,4
Both sexes,31 Navarra,Activity rate,2015,59.29,3
Both sexes,31 Navarra,Activity rate,2015,58.56,2
Both sexes,31 Navarra,Activity rate,2015,58.68,1
Both sexes,31 Navarra,Unemployment rate,2015,13.53,4
Both sexes,31 Navarra,Unemployment rate,2015,13.57,3
Both sexes,31 Navarra,Unemployment rate,2015,12.55,2
Both sexes,31 Navarra,Unemployment rate,2015,15.66,1
Both sexes,31 Navarra,Employment rate,2015,50.73,4
Both sexes,31 Navarra,Employment rate,2015,51.25,3
Both sexes,31 Navarra,Employment rate,2015,51.21,2
Both sexes,31 Navarra,Employment rate,2015,49.49,1
Both sexes,32 Ourense,Activity rate,2015,47.23,4
Both sexes,32 Ourense,Activity rate,2015,47.41,3
Both sexes,32 Ourense,Activity rate,2015,47.68,2
Both sexes,32 Ourense,Activity rate,2015,48.78,1
Both sexes,32 Ourense,Unemployment rate,2015,18.78,4
Both sexes,32 Ourense,Unemployment rate,2015,18.11,3
Both sexes,32 Ourense,Unemployment rate,2015,21.06,2
Both sexes,32 Ourense,Unemployment rate,2015,23.42,1
Both sexes,32 Ourense,Employment rate,2015,38.36,4
Both sexes,32 Ourense,Employment rate,2015,38.82,3
Both sexes,32 Ourense,Employment rate,2015,37.64,2
Both sexes,32 Ourense,Employment rate,2015,37.36,1
Both sexes,34 Palencia,Activity rate,2015,55.64,4
Both sexes,34 Palencia,Activity rate,2015,56.67,3
Both sexes,34 Palencia,Activity rate,2015,53.83,2
Both sexes,34 Palencia,Activity rate,2015,54.73,1
Both sexes,34 Palencia,Unemployment rate,2015,19.09,4
Both sexes,34 Palencia,Unemployment rate,2015,17.31,3
Both sexes,34 Palencia,Unemployment rate,2015,19.48,2
Both sexes,34 Palencia,Unemployment rate,2015,25.36,1
Both sexes,34 Palencia,Employment rate,2015,45.02,4
Both sexes,34 Palencia,Employment rate,2015,46.86,3
Both sexes,34 Palencia,Employment rate,2015,43.34,2
Both sexes,34 Palencia,Employment rate,2015,40.85,1
Both sexes,35 Palmas. Las,Activity rate,2015,61.34,4
Both sexes,35 Palmas. Las,Activity rate,2015,61.48,3
Both sexes,35 Palmas. Las,Activity rate,2015,62.19,2
Both sexes,35 Palmas. Las,Activity rate,2015,63.17,1
Both sexes,35 Palmas. Las,Unemployment rate,2015,27.64,4
Both sexes,35 Palmas. Las,Unemployment rate,2015,29.7,3
Both sexes,35 Palmas. Las,Unemployment rate,2015,30.53,2
Both sexes,35 Palmas. Las,Unemployment rate,2015,31.6,1
Both sexes,35 Palmas. Las,Employment rate,2015,44.38,4
Both sexes,35 Palmas. Las,Employment rate,2015,43.23,3
Both sexes,35 Palmas. Las,Employment rate,2015,43.2,2
Both sexes,35 Palmas. Las,Employment rate,2015,43.21,1
Both sexes,36 Pontevedra,Activity rate,2015,54.08,4
Both sexes,36 Pontevedra,Activity rate,2015,54.71,3
Both sexes,36 Pontevedra,Activity rate,2015,54.79,2
Both sexes,36 Pontevedra,Activity rate,2015,54.29,1
Both sexes,36 Pontevedra,Unemployment rate,2015,20.47,4
Both sexes,36 Pontevedra,Unemployment rate,2015,20.47,3
Both sexes,36 Pontevedra,Unemployment rate,2015,23.34,2
Both sexes,36 Pontevedra,Unemployment rate,2015,25.58,1
Both sexes,36 Pontevedra,Employment rate,2015,43.01,4
Both sexes,36 Pontevedra,Employment rate,2015,43.51,3
Both sexes,36 Pontevedra,Employment rate,2015,42,2
Both sexes,36 Pontevedra,Employment rate,2015,40.4,1
Both sexes,26 Rioja. La,Activity rate,2015,59.38,4
Both sexes,26 Rioja. La,Activity rate,2015,58.78,3
Both sexes,26 Rioja. La,Activity rate,2015,60.1,2
Both sexes,26 Rioja. La,Activity rate,2015,59.24,1
Both sexes,26 Rioja. La,Unemployment rate,2015,13.97,4
Both sexes,26 Rioja. La,Unemployment rate,2015,13.59,3
Both sexes,26 Rioja. La,Unemployment rate,2015,16.39,2
Both sexes,26 Rioja. La,Unemployment rate,2015,17.58,1
Both sexes,26 Rioja. La,Employment rate,2015,51.08,4
Both sexes,26 Rioja. La,Employment rate,2015,50.8,3
Both sexes,26 Rioja. La,Employment rate,2015,50.25,2
Both sexes,26 Rioja. La,Employment rate,2015,48.83,1
Both sexes,37 Salamanca,Activity rate,2015,54.7,4
Both sexes,37 Salamanca,Activity rate,2015,55.12,3
Both sexes,37 Salamanca,Activity rate,2015,54.5,2
Both sexes,37 Salamanca,Activity rate,2015,52.43,1
Both sexes,37 Salamanca,Unemployment rate,2015,15.78,4
